Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.4660        -332.0491    -334.9746       2.9255   310.0
0.4665        -332.0751    -334.9373       2.8622   303.3
0.4670        -332.1007    -334.9103       2.8096   297.7
0.4675        -332.1256    -334.8931       2.7676   293.3
0.4680        -332.1493    -334.8832       2.7339   289.7
0.4685        -332.1724    -334.8793       2.7068   286.9
0.4690        -332.1945    -334.8796       2.6851   284.6
0.4695        -332.2159    -334.8850       2.6691   282.9
0.4700        -332.2363    -334.8967       2.6604   281.9
0.4705        -332.2562    -334.9167       2.6605   282.0
0.4710        -332.2756    -334.9456       2.6700   283.0
0.4715        -332.2946    -334.9820       2.6874   284.8
0.4720        -332.3134    -335.0226       2.7092   287.1
0.4725        -332.3321    -335.0631       2.7310   289.4
0.4730        -332.3502    -335.0972       2.7470   291.1
0.4735        -332.3679    -335.1192       2.7513   291.6
0.4740        -332.3848    -335.1251       2.7404   290.4
0.4745        -332.4005    -335.1146       2.7141   287.6
0.4750        -332.4153    -335.0926       2.6774   283.7
0.4755        -332.4293    -335.0673       2.6380   279.6
0.4760        -332.4429    -335.0466       2.6037   275.9
0.4765        -332.4559    -335.0345       2.5786   273.3
0.4770        -332.4686    -335.0306       2.5620   271.5
0.4775        -332.4802    -335.0300       2.5498   270.2
0.4780        -332.4910    -335.0290       2.5380   269.0
0.4785        -332.5011    -335.0262       2.5251   267.6
0.4790        -332.5103    -335.0214       2.5112   266.1
0.4795        -332.5185    -335.0169       2.4984   264.8
0.4800        -332.5259    -335.0176       2.4918   264.1
0.4805        -332.5323    -335.0296       2.4973   264.7
0.4810        -332.5381    -335.0570       2.5189   266.9
0.4815        -332.5441    -335.1007       2.5566   270.9
0.4820        -332.5496    -335.1552       2.6056   276.1
0.4825        -332.5547    -335.2125       2.6577   281.7
0.4830        -332.5593    -335.2619       2.7026   286.4
0.4835        -332.5630    -335.2946       2.7316   289.5
0.4840        -332.5660    -335.3074       2.7413   290.5
0.4845        -332.5681    -335.3018       2.7336   289.7
0.4850        -332.5696    -335.2847       2.7151   287.7
0.4855        -332.5704    -335.2641       2.6937   285.5
0.4860        -332.5708    -335.2455       2.6747   283.5
0.4865        -332.5708    -335.2299       2.6592   281.8
0.4870        -332.5705    -335.2157       2.6452   280.3
0.4875        -332.5696    -335.2006       2.6309   278.8
0.4880        -332.5680    -335.1836       2.6157   277.2
0.4885        -332.5658    -335.1651       2.5993   275.5
0.4890        -332.5627    -335.1469       2.5843   273.9
0.4895        -332.5589    -335.1324       2.5735   272.7
0.4900        -332.5547    -335.1245       2.5699   272.3
0.4905        -332.5500    -335.1244       2.5744   272.8
0.4910        -332.5442    -335.1309       2.5867   274.1
0.4915        -332.5377    -335.1440       2.6063   276.2
0.4920        -332.5307    -335.1636       2.6329   279.0
0.4925        -332.5230    -335.1873       2.6644   282.4
0.4930        -332.5146    -335.2120       2.6974   285.9
0.4935        -332.5057    -335.2361       2.7303   289.4
0.4940        -332.4965    -335.2570       2.7605   292.5
0.4945        -332.4865    -335.2693       2.7828   294.9
0.4950        -332.4755    -335.2703       2.7949   296.2
0.4955        -332.4642    -335.2615       2.7972   296.4
0.4960        -332.4521    -335.2433       2.7911   295.8
0.4965        -332.4395    -335.2187       2.7792   294.5
0.4970        -332.4263    -335.1924       2.7661   293.1
0.4975        -332.4131    -335.1684       2.7553   292.0
0.4980        -332.3991    -335.1480       2.7489   291.3
0.4985        -332.3848    -335.1339       2.7492   291.3
0.4990        -332.3699    -335.1272       2.7573   292.2
0.4995        -332.3545    -335.1290       2.7745   294.0
0.5000        -332.3388    -335.1397       2.8009   296.8
0.5005        -332.3224    -335.1572       2.8348   300.4
0.5010        -332.3053    -335.1783       2.8730   304.5
0.5015        -332.2875    -335.2001       2.9126   308.7
0.5020        -332.2687    -335.2207       2.9520   312.8
0.5025        -332.2492    -335.2427       2.9935   317.2
0.5030        -332.2289    -335.2693       3.0403   322.2
0.5035        -332.2089    -335.3024       3.0935   327.8
0.5040        -332.1885    -335.3370       3.1486   333.7
0.5045        -332.1678    -335.3645       3.1967   338.8
0.5050        -332.1462    -335.3758       3.2296   342.3
0.5055        -332.1243    -335.3680       3.2437   343.8
0.5060        -332.1018    -335.3422       3.2404   343.4
0.5065        -332.0794    -335.3058       3.2264   341.9
0.5070        -332.0570    -335.2664       3.2094   340.1
0.5075        -332.0346    -335.2303       3.1956   338.7
0.5080        -332.0124    -335.2014       3.1889   338.0
0.5085        -331.9907    -335.1817       3.1909   338.2
0.5090        -331.9688    -335.1699       3.2011   339.2
0.5095        -331.9468    -335.1646       3.2178   341.0
0.5100        -331.9244    -335.1635       3.2391   343.3
0.5105        -331.9022    -335.1657       3.2635   345.9
0.5110        -331.8796    -335.1689       3.2893   348.6
0.5115        -331.8565    -335.1737       3.3173   351.6
0.5120        -331.8332    -335.1850       3.3518   355.2
0.5125        -331.8101    -335.2081       3.3981   360.1
0.5130        -331.7868    -335.2456       3.4588   366.5
0.5135        -331.7642    -335.2956       3.5314   374.2
0.5140        -331.7414    -335.3478       3.6064   382.2
0.5145        -331.7186    -335.3903       3.6717   389.1
0.5150        -331.6953    -335.4130       3.7177   394.0
0.5155        -331.6719    -335.4127       3.7408   396.4
0.5160        -331.6489    -335.3958       3.7469   397.1
0.5165        -331.6264    -335.3739       3.7474   397.1
0.5170        -331.6049    -335.3586       3.7538   397.8
0.5175        -331.5842    -335.3561       3.7719   399.7
0.5180        -331.5646    -335.3657       3.8010   402.8
0.5185        -331.5458    -335.3804       3.8346   406.4
0.5190        -331.5276    -335.3923       3.8647   409.6
0.5195        -331.5098    -335.3967       3.8869   411.9
0.5200        -331.4924    -335.3937       3.9014   413.5
0.5205        -331.4761    -335.3881       3.9120   414.6
0.5210        -331.4606    -335.3855       3.9249   416.0
0.5215        -331.4463    -335.3923       3.9460   418.2
0.5220        -331.4332    -335.4127       3.9795   421.7
0.5225        -331.4217    -335.4456       4.0239   426.4
0.5230        -331.4113    -335.4837       4.0724   431.6
0.5235        -331.4017    -335.5170       4.1153   436.1
0.5240        -331.3931    -335.5369       4.1439   439.2
0.5245        -331.3860    -335.5395       4.1535   440.2
0.5250        -331.3798    -335.5226       4.1428   439.0
0.5255        -331.3753    -335.4877       4.1124   435.8
0.5260        -331.3712    -335.4377       4.0665   431.0
0.5265        -331.3688    -335.3823       4.0135   425.3
0.5270        -331.3676    -335.3316       3.9640   420.1
0.5275        -331.3679    -335.2914       3.9235   415.8
0.5280        -331.3694    -335.2602       3.8908   412.3
0.5285        -331.3719    -335.2313       3.8593   409.0
0.5290        -331.3753    -335.1968       3.8215   405.0
0.5295        -331.3786    -335.1514       3.7727   399.8
0.5300        -331.3825    -335.0982       3.7157   393.8
0.5305        -331.3866    -335.0460       3.6594   387.8
0.5310        -331.3916    -335.0063       3.6146   383.1
0.5315        -331.3977    -334.9860       3.5883   380.3
0.5320        -331.4045    -334.9843       3.5797   379.4
0.5325        -331.4119    -334.9950       3.5831   379.7
0.5330        -331.4197    -335.0096       3.5899   380.5
0.5335        -331.4280    -335.0201       3.5921   380.7
0.5340        -331.4365    -335.0205       3.5840   379.8
0.5345        -331.4452    -335.0080       3.5628   377.6
0.5350        -331.4538    -334.9834       3.5296   374.1
0.5355        -331.4628    -334.9519       3.4891   369.8
0.5360        -331.4718    -334.9196       3.4478   365.4
0.5365        -331.4810    -334.8941       3.4131   361.7
0.5370        -331.4906    -334.8808       3.3902   359.3
0.5375        -331.5007    -334.8812       3.3805   358.3
0.5380        -331.5110    -334.8904       3.3794   358.1
0.5385        -331.5213    -334.8997       3.3784   358.0
0.5390        -331.5319    -334.9026       3.3708   357.2
0.5395        -331.5417    -334.8974       3.3557   355.6
0.5400        -331.5515    -334.8904       3.3389   353.9
0.5405        -331.5612    -334.8929       3.3317   353.1
0.5410        -331.5717    -334.9154       3.3437   354.4
0.5415        -331.5831    -334.9580       3.3750   357.7
0.5420        -331.5947    -335.0127       3.4180   362.2
0.5425        -331.6067    -335.0693       3.4627   367.0
0.5430        -331.6186    -335.1199       3.5013   371.1
0.5435        -331.6315    -335.1611       3.5297   374.1
0.5440        -331.6438    -335.1890       3.5451   375.7
0.5445        -331.6571    -335.2051       3.5480   376.0
0.5450        -331.6707    -335.2085       3.5379   374.9
0.5455        -331.6844    -335.1989       3.5145   372.5
0.5460        -331.6982    -335.1783       3.4801   368.8
0.5465        -331.7123    -335.1509       3.4386   364.4
0.5470        -331.7267    -335.1191       3.3925   359.5
0.5475        -331.7411    -335.0805       3.3394   353.9
0.5480        -331.7550    -335.0331       3.2782   347.4
0.5485        -331.7685    -334.9795       3.2110   340.3
0.5490        -331.7816    -334.9240       3.1424   333.0
0.5495        -331.7940    -334.8736       3.0796   326.4
0.5500        -331.8064    -334.8372       3.0308   321.2
0.5505        -331.8190    -334.8180       2.9990   317.8
0.5510        -331.8312    -334.8122       2.9811   315.9
0.5515        -331.8430    -334.8143       2.9712   314.9
0.5520        -331.8539    -334.8178       2.9639   314.1
0.5525        -331.8647    -334.8224       2.9577   313.4
0.5530        -331.8746    -334.8299       2.9553   313.2
0.5535        -331.8847    -334.8444       2.9596   313.7
0.5540        -331.8945    -334.8662       2.9716   314.9
0.5545        -331.9041    -334.8941       2.9900   316.9
0.5550        -331.9136    -334.9253       3.0117   319.2
0.5555        -331.9226    -334.9573       3.0348   321.6
0.5560        -331.9317    -334.9889       3.0572   324.0
0.5565        -331.9406    -335.0165       3.0759   326.0
0.5570        -331.9492    -335.0355       3.0863   327.1
0.5575        -331.9578    -335.0417       3.0839   326.8
0.5580        -331.9656    -335.0318       3.0662   324.9
0.5585        -331.9729    -335.0092       3.0363   321.8
0.5590        -331.9801    -334.9819       3.0018   318.1
0.5595        -331.9867    -334.9559       2.9692   314.7
0.5600        -331.9937    -334.9339       2.9402   311.6
0.5605        -331.9999    -334.9127       2.9127   308.7
0.5610        -332.0057    -334.8910       2.8853   305.8
0.5615        -332.0109    -334.8697       2.8587   303.0
0.5620        -332.0155    -334.8522       2.8367   300.6
0.5625        -332.0196    -334.8445       2.8249   299.4
0.5630        -332.0234    -334.8521       2.8286   299.8
0.5635        -332.0275    -334.8761       2.8486   301.9
0.5640        -332.0312    -334.9102       2.8790   305.1
0.5645        -332.0342    -334.9440       2.9098   308.4
0.5650        -332.0371    -334.9698       2.9327   310.8
0.5655        -332.0391    -334.9826       2.9435   311.9
0.5660        -332.0401    -334.9838       2.9437   312.0
0.5665        -332.0413    -334.9805       2.9392   311.5
0.5670        -332.0419    -334.9779       2.9360   311.2
0.5675        -332.0423    -334.9830       2.9406   311.6
0.5680        -332.0427    -335.0000       2.9574   313.4
0.5685        -332.0431    -335.0281       2.9850   316.3
0.5690        -332.0429    -335.0624       3.0195   320.0
0.5695        -332.0429    -335.0984       3.0555   323.8
0.5700        -332.0424    -335.1295       3.0871   327.2
0.5705        -332.0414    -335.1516       3.1102   329.6
0.5710        -332.0398    -335.1648       3.1250   331.2
0.5715        -332.0378    -335.1735       3.1357   332.3
0.5720        -332.0355    -335.1866       3.1511   333.9
0.5725        -332.0336    -335.2136       3.1799   337.0
0.5730        -332.0320    -335.2574       3.2254   341.8
0.5735        -332.0303    -335.3145       3.2842   348.1
0.5740        -332.0290    -335.3768       3.3477   354.8
0.5745        -332.0277    -335.4332       3.4055   360.9
0.5750        -332.0260    -335.4756       3.4496   365.6
0.5755        -332.0246    -335.5013       3.4767   368.4
0.5760        -332.0230    -335.5106       3.4876   369.6
0.5765        -332.0217    -335.5096       3.4878   369.6
0.5770        -332.0210    -335.5044       3.4835   369.2
0.5775        -332.0211    -335.4979       3.4767   368.5
0.5780        -332.0217    -335.4861       3.4644   367.1
0.5785        -332.0227    -335.4619       3.4392   364.5
0.5790        -332.0237    -335.4179       3.3942   359.7
0.5795        -332.0242    -335.3499       3.3257   352.5
0.5800        -332.0240    -335.2619       3.2379   343.1
0.5805        -332.0241    -335.1661       3.1420   333.0
0.5810        -332.0236    -335.0748       3.0513   323.4
0.5815        -332.0234    -335.0015       2.9781   315.6
0.5820        -332.0233    -334.9536       2.9303   310.5
0.5825        -332.0233    -334.9316       2.9083   308.2
0.5830        -332.0229    -334.9291       2.9062   308.0
0.5835        -332.0222    -334.9356       2.9134   308.8
0.5840        -332.0208    -334.9403       2.9195   309.4
0.5845        -332.0187    -334.9373       2.9185   309.3
0.5850        -332.0157    -334.9267       2.9110   308.5
0.5855        -332.0124    -334.9155       2.9031   307.7
0.5860        -332.0086    -334.9139       2.9053   307.9
0.5865        -332.0051    -334.9319       2.9268   310.2
0.5870        -332.0015    -334.9714       2.9699   314.7
0.5875        -331.9983    -335.0260       3.0277   320.9
0.5880        -331.9945    -335.0823       3.0878   327.2
0.5885        -331.9903    -335.1271       3.1369   332.4
0.5890        -331.9854    -335.1506       3.1651   335.4
0.5895        -331.9799    -335.1501       3.1702   336.0
0.5900        -331.9743    -335.1308       3.1565   334.5
0.5905        -331.9681    -335.1004       3.1323   332.0
0.5910        -331.9619    -335.0706       3.1088   329.5
0.5915        -331.9557    -335.0526       3.0969   328.2
0.5920        -331.9495    -335.0523       3.1028   328.8
0.5925        -331.9437    -335.0706       3.1269   331.4
0.5930        -331.9380    -335.0998       3.1618   335.1
0.5935        -331.9323    -335.1263       3.1940   338.5
0.5940        -331.9261    -335.1371       3.2110   340.3
0.5945        -331.9192    -335.1256       3.2064   339.8
0.5950        -331.9119    -335.0944       3.1826   337.3
0.5955        -331.9041    -335.0538       3.1497   333.8
0.5960        -331.8966    -335.0174       3.1208   330.7
0.5965        -331.8897    -334.9955       3.1058   329.1
0.5970        -331.8829    -334.9895       3.1066   329.2
0.5975        -331.8761    -334.9955       3.1194   330.6
0.5980        -331.8691    -335.0064       3.1373   332.5
0.5985        -331.8619    -335.0150       3.1531   334.2
0.5990        -331.8544    -335.0154       3.1610   335.0
0.5995        -331.8466    -335.0033       3.1567   334.5
0.6000        -331.8384    -334.9771       3.1387   332.6
0.6005        -331.8301    -334.9397       3.1096   329.5
0.6010        -331.8214    -334.8966       3.0752   325.9
0.6015        -331.8124    -334.8571       3.0447   322.7
0.6020        -331.8032    -334.8319       3.0287   321.0
0.6025        -331.7944    -334.8284       3.0340   321.5
0.6030        -331.7855    -334.8457       3.0602   324.3
0.6035        -331.7768    -334.8766       3.0998   328.5
0.6040        -331.7675    -334.9098       3.1423   333.0
0.6045        -331.7581    -334.9363       3.1782   336.8
0.6050        -331.7482    -334.9484       3.2001   339.1
0.6055        -331.7382    -334.9426       3.2045   339.6
0.6060        -331.7278    -334.9182       3.1904   338.1
0.6065        -331.7171    -334.8772       3.1600   334.9
0.6070        -331.7062    -334.8263       3.1200   330.7
0.6075        -331.6953    -334.7754       3.0800   326.4
0.6080        -331.6844    -334.7347       3.0503   323.3
0.6085        -331.6741    -334.7118       3.0377   321.9
0.6090        -331.6637    -334.7041       3.0404   322.2
0.6095        -331.6534    -334.7033       3.0499   323.2
0.6100        -331.6426    -334.6976       3.0550   323.8
0.6105        -331.6313    -334.6765       3.0452   322.7
0.6110        -331.6194    -334.6342       3.0149   319.5
0.6115        -331.6071    -334.5728       2.9657   314.3
0.6120        -331.5943    -334.5003       2.9060   308.0
0.6125        -331.5812    -334.4295       2.8483   301.9
0.6130        -331.5684    -334.3742       2.8058   297.4
0.6135        -331.5556    -334.3424       2.7868   295.3
0.6140        -331.5430    -334.3348       2.7918   295.9
0.6145        -331.5301    -334.3433       2.8133   298.1
0.6150        -331.5165    -334.3555       2.8390   300.9
0.6155        -331.5023    -334.3590       2.8568   302.8
0.6160        -331.4868    -334.3453       2.8585   302.9
0.6165        -331.4704    -334.3157       2.8453   301.5
0.6170        -331.4534    -334.2793       2.8260   299.5
0.6175        -331.4359    -334.2500       2.8141   298.2
0.6180        -331.4185    -334.2418       2.8232   299.2
0.6185        -331.4013    -334.2608       2.8596   303.0
0.6190        -331.3836    -334.3029       2.9193   309.4
0.6195        -331.3651    -334.3576       2.9924   317.1
0.6200        -331.3463    -334.4129       3.0666   325.0
0.6205        -331.3259    -334.4565       3.1306   331.8
0.6210        -331.3046    -334.4833       3.1787   336.9
0.6215        -331.2829    -334.4949       3.2121   340.4
0.6220        -331.2605    -334.4978       3.2374   343.1
0.6225        -331.2380    -334.5034       3.2654   346.1
0.6230        -331.2157    -334.5212       3.3055   350.3
0.6235        -331.1939    -334.5530       3.3591   356.0
0.6240        -331.1722    -334.5896       3.4174   362.2
0.6245        -331.1504    -334.6160       3.4656   367.3
0.6250        -331.1277    -334.6205       3.4929   370.2
0.6255        -331.1046    -334.6032       3.4985   370.8
0.6260        -331.0815    -334.5718       3.4903   369.9
0.6265        -331.0594    -334.5395       3.4802   368.8
0.6270        -331.0378    -334.5140       3.4762   368.4
0.6275        -331.0170    -334.4964       3.4795   368.7
0.6280        -330.9964    -334.4832       3.4868   369.5
0.6285        -330.9760    -334.4689       3.4929   370.2
0.6290        -330.9554    -334.4503       3.4949   370.4
0.6295        -330.9350    -334.4300       3.4949   370.4
0.6300        -330.9150    -334.4123       3.4974   370.6
0.6305        -330.8956    -334.3993       3.5037   371.3
0.6310        -330.8762    -334.3901       3.5138   372.4
0.6315        -330.8577    -334.3850       3.5273   373.8
0.6320        -330.8394    -334.3803       3.5410   375.3
0.6325        -330.8211    -334.3720       3.5509   376.3
0.6330        -330.8032    -334.3584       3.5552   376.8
0.6335        -330.7855    -334.3393       3.5537   376.6
0.6340        -330.7685    -334.3151       3.5467   375.9
0.6345        -330.7518    -334.2854       3.5336   374.5
0.6350        -330.7353    -334.2503       3.5151   372.5
0.6355        -330.7189    -334.2132       3.4943   370.3
0.6360        -330.7031    -334.1802       3.4770   368.5
0.6365        -330.6880    -334.1564       3.4683   367.6
0.6370        -330.6735    -334.1418       3.4683   367.6
0.6375        -330.6599    -334.1312       3.4713   367.9
0.6380        -330.6457    -334.1158       3.4701   367.8
0.6385        -330.6315    -334.0930       3.4615   366.8
0.6390        -330.6174    -334.0661       3.4486   365.5
0.6395        -330.6034    -334.0418       3.4384   364.4
0.6400        -330.5899    -334.0286       3.4387   364.4
0.6405        -330.5767    -334.0328       3.4561   366.3
0.6410        -330.5639    -334.0575       3.4936   370.2
0.6415        -330.5517    -334.1010       3.5493   376.1
0.6420        -330.5399    -334.1570       3.6170   383.3
0.6425        -330.5286    -334.2146       3.6860   390.6
0.6430        -330.5170    -334.2631       3.7461   397.0
0.6435        -330.5059    -334.2985       3.7926   401.9
0.6440        -330.4948    -334.3215       3.8268   405.6
0.6445        -330.4844    -334.3394       3.8550   408.5
0.6450        -330.4751    -334.3612       3.8861   411.8
0.6455        -330.4672    -334.3930       3.9257   416.0
0.6460        -330.4604    -334.4328       3.9724   421.0
0.6465        -330.4548    -334.4739       4.0191   425.9
0.6470        -330.4504    -334.5035       4.0531   429.5
0.6475        -330.4474    -334.5086       4.0613   430.4
0.6480        -330.4439    -334.4819       4.0380   427.9
0.6485        -330.4417    -334.4303       3.9887   422.7
0.6490        -330.4402    -334.3661       3.9259   416.1
0.6495        -330.4397    -334.3049       3.8651   409.6
0.6500        -330.4408    -334.2622       3.8213   405.0
0.6505        -330.4435    -334.2443       3.8008   402.8
0.6510        -330.4474    -334.2460       3.7987   402.6
0.6515        -330.4525    -334.2537       3.8011   402.8
0.6520        -330.4581    -334.2483       3.7902   401.7
0.6525        -330.4638    -334.2144       3.7507   397.5
0.6530        -330.4692    -334.1462       3.6770   389.7
0.6535        -330.4742    -334.0540       3.5798   379.4
0.6540        -330.4791    -333.9618       3.4827   369.1
0.6545        -330.4847    -333.8985       3.4138   361.8
0.6550        -330.4916    -333.8834       3.3918   359.5
0.6555        -330.5000    -333.9153       3.4153   361.9
0.6560        -330.5093    -333.9733       3.4640   367.1
0.6565        -330.5185    -334.0274       3.5090   371.9
0.6570        -330.5277    -334.0525       3.5249   373.6
0.6575        -330.5358    -334.0348       3.4990   370.8
0.6580        -330.5436    -333.9786       3.4350   364.0
0.6585        -330.5509    -333.8989       3.3481   354.8
0.6590        -330.5581    -333.8190       3.2609   345.6
0.6595        -330.5653    -333.7623       3.1970   338.8
0.6600        -330.5733    -333.7472       3.1739   336.4
0.6605        -330.5819    -333.7785       3.1966   338.8
0.6610        -330.5916    -333.8455       3.2538   344.8
0.6615        -330.6021    -333.9235       3.3214   352.0
0.6620        -330.6120    -333.9829       3.3709   357.2
0.6625        -330.6212    -334.0034       3.3822   358.4
0.6630        -330.6289    -333.9833       3.3543   355.5
0.6635        -330.6358    -333.9432       3.3073   350.5
0.6640        -330.6428    -333.9150       3.2722   346.8
0.6645        -330.6512    -333.9259       3.2747   347.0
0.6650        -330.6612    -333.9818       3.3206   351.9
0.6655        -330.6720    -334.0663       3.3942   359.7
0.6660        -330.6834    -334.1528       3.4693   367.7
0.6665        -330.6939    -334.2160       3.5221   373.3
0.6670        -330.7042    -334.2447       3.5405   375.2
0.6675        -330.7142    -334.2413       3.5271   373.8
0.6680        -330.7239    -334.2207       3.4969   370.6
0.6685        -330.7340    -334.2044       3.4704   367.8
0.6690        -330.7450    -334.2108       3.4658   367.3
0.6695        -330.7572    -334.2480       3.4908   369.9
0.6700        -330.7710    -334.3080       3.5370   374.8
0.6705        -330.7851    -334.3703       3.5852   380.0
0.6710        -330.7996    -334.4132       3.6136   383.0
0.6715        -330.8140    -334.4186       3.6046   382.0
0.6720        -330.8279    -334.3814       3.5535   376.6
0.6725        -330.8405    -334.3137       3.4732   368.1
0.6730        -330.8530    -334.2442       3.3912   359.4
0.6735        -330.8663    -334.2018       3.3355   353.5
0.6740        -330.8804    -334.2034       3.3230   352.2
0.6745        -330.8959    -334.2490       3.3530   355.3
0.6750        -330.9119    -334.3213       3.4094   361.3
0.6755        -330.9280    -334.3995       3.4715   367.9
0.6760        -330.9442    -334.4673       3.5231   373.4
0.6765        -330.9604    -334.5175       3.5572   377.0
0.6770        -330.9762    -334.5520       3.5758   378.9
0.6775        -330.9929    -334.5791       3.5862   380.1
0.6780        -331.0098    -334.6082       3.5984   381.4
0.6785        -331.0280    -334.6491       3.6211   383.8
0.6790        -331.0472    -334.7039       3.6568   387.5
0.6795        -331.0677    -334.7675       3.6998   392.1
0.6800        -331.0897    -334.8263       3.7366   396.0
0.6805        -331.1124    -334.8616       3.7492   397.3
0.6810        -331.1346    -334.8594       3.7249   394.8
0.6815        -331.1560    -334.8191       3.6631   388.2
0.6820        -331.1772    -334.7546       3.5775   379.1
0.6825        -331.1981    -334.6886       3.4905   369.9
0.6830        -331.2196    -334.6420       3.4224   362.7
0.6835        -331.2423    -334.6229       3.3806   358.3
0.6840        -331.2652    -334.6223       3.3572   355.8
0.6845        -331.2877    -334.6259       3.3382   353.8
0.6850        -331.3099    -334.6232       3.3133   351.1
0.6855        -331.3313    -334.6115       3.2802   347.6
0.6860        -331.3525    -334.5954       3.2430   343.7
0.6865        -331.3736    -334.5841       3.2105   340.2
0.6870        -331.3944    -334.5863       3.1919   338.3
0.6875        -331.4152    -334.6078       3.1926   338.3
0.6880        -331.4370    -334.6499       3.2130   340.5
0.6885        -331.4592    -334.7056       3.2464   344.0
0.6890        -331.4816    -334.7611       3.2795   347.6
0.6895        -331.5039    -334.8014       3.2975   349.5
0.6900        -331.5262    -334.8172       3.2911   348.8
0.6905        -331.5475    -334.8055       3.2579   345.3
0.6910        -331.5678    -334.7761       3.2084   340.0
0.6915        -331.5875    -334.7477       3.1603   334.9
0.6920        -331.6075    -334.7382       3.1307   331.8
0.6925        -331.6282    -334.7552       3.1270   331.4
0.6930        -331.6492    -334.7920       3.1427   333.1
0.6935        -331.6706    -334.8336       3.1630   335.2
0.6940        -331.6913    -334.8634       3.1721   336.2
0.6945        -331.7114    -334.8711       3.1597   334.9
0.6950        -331.7307    -334.8550       3.1244   331.1
0.6955        -331.7494    -334.8217       3.0724   325.6
0.6960        -331.7674    -334.7817       3.0143   319.5
0.6965        -331.7849    -334.7466       2.9617   313.9
0.6970        -331.8018    -334.7268       2.9251   310.0
0.6975        -331.8190    -334.7301       2.9111   308.5
0.6980        -331.8361    -334.7554       2.9193   309.4
0.6985        -331.8535    -334.7948       2.9413   311.7
0.6990        -331.8704    -334.8344       2.9639   314.1
0.6995        -331.8870    -334.8617       2.9748   315.3
0.7000        -331.9026    -334.8693       2.9667   314.4
0.7005        -331.9172    -334.8581       2.9408   311.7
0.7010        -331.9311    -334.8370       2.9059   308.0
0.7015        -331.9447    -334.8193       2.8746   304.6
0.7020        -331.9580    -334.8150       2.8570   302.8
0.7025        -331.9715    -334.8277       2.8561   302.7
0.7030        -331.9850    -334.8520       2.8669   303.8
0.7035        -331.9982    -334.8774       2.8792   305.1
0.7040        -332.0107    -334.8921       2.8814   305.4
0.7045        -332.0221    -334.8886       2.8664   303.8
0.7050        -332.0325    -334.8682       2.8357   300.5
0.7055        -332.0423    -334.8393       2.7970   296.4
0.7060        -332.0513    -334.8130       2.7618   292.7
0.7065        -332.0598    -334.8021       2.7423   290.6
0.7070        -332.0683    -334.8155       2.7473   291.1
0.7075        -332.0769    -334.8541       2.7772   294.3
0.7080        -332.0853    -334.9098       2.8245   299.3
0.7085        -332.0936    -334.9692       2.8756   304.7
0.7090        -332.1010    -335.0178       2.9168   309.1
0.7095        -332.1083    -335.0483       2.9400   311.6
0.7100        -332.1144    -335.0555       2.9411   311.7
0.7105        -332.1202    -335.0422       2.9221   309.7
0.7110        -332.1257    -335.0168       2.8911   306.4
0.7115        -332.1304    -334.9882       2.8578   302.9
0.7120        -332.1346    -334.9646       2.8300   299.9
0.7125        -332.1393    -334.9516       2.8123   298.0
0.7130        -332.1435    -334.9464       2.8030   297.1
0.7135        -332.1474    -334.9436       2.7962   296.3
0.7140        -332.1502    -334.9368       2.7866   295.3
0.7145        -332.1523    -334.9259       2.7736   293.9
0.7150        -332.1535    -334.9141       2.7606   292.6
0.7155        -332.1548    -334.9069       2.7521   291.7
0.7160        -332.1553    -334.9091       2.7538   291.8
0.7165        -332.1555    -334.9242       2.7687   293.4
0.7170        -332.1555    -334.9515       2.7959   296.3
0.7175        -332.1551    -334.9855       2.8303   300.0
0.7180        -332.1547    -335.0171       2.8624   303.3
0.7185        -332.1533    -335.0340       2.8807   305.3
0.7190        -332.1512    -335.0297       2.8784   305.0
0.7195        -332.1480    -335.0049       2.8569   302.8
0.7200        -332.1442    -334.9692       2.8250   299.4
0.7205        -332.1402    -334.9364       2.7962   296.3
0.7210        -332.1357    -334.9180       2.7822   294.9
0.7215        -332.1318    -334.9192       2.7875   295.4
0.7220        -332.1277    -334.9354       2.8076   297.5
0.7225        -332.1229    -334.9551       2.8322   300.1
0.7230        -332.1178    -334.9657       2.8479   301.8
0.7235        -332.1112    -334.9571       2.8459   301.6
0.7240        -332.1037    -334.9307       2.8270   299.6
0.7245        -332.0955    -334.8972       2.8018   296.9
0.7250        -332.0872    -334.8709       2.7837   295.0
0.7255        -332.0785    -334.8628       2.7843   295.1
0.7260        -332.0702    -334.8802       2.8100   297.8
0.7265        -332.0617    -334.9204       2.8587   303.0
0.7270        -332.0526    -334.9744       2.9219   309.7
0.7275        -332.0428    -335.0316       2.9889   316.8
0.7280        -332.0323    -335.0806       3.0483   323.1
0.7285        -332.0210    -335.1131       3.0921   327.7
0.7290        -332.0090    -335.1275       3.1186   330.5
0.7295        -331.9965    -335.1294       3.1330   332.0
0.7300        -331.9836    -335.1293       3.1456   333.4
0.7305        -331.9710    -335.1372       3.1662   335.5
0.7310        -331.9583    -335.1578       3.1995   339.1
0.7315        -331.9462    -335.1909       3.2446   343.9
0.7320        -331.9344    -335.2254       3.2910   348.8
0.7325        -331.9224    -335.2449       3.3225   352.1
0.7330        -331.9094    -335.2348       3.3254   352.4
0.7335        -331.8959    -335.1938       3.2979   349.5
0.7340        -331.8820    -335.1330       3.2509   344.5
