Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.0005        -284.4147    -295.2383      10.8236  1147.1
0.0010        -285.1009    -308.3663      23.2655  2465.6
0.0015        -285.2555    -317.6750      32.4195  3435.7
0.0020        -285.8526    -322.7656      36.9129  3911.9
0.0025        -287.0508    -325.3906      38.3398  4063.2
0.0030        -288.8112    -326.7656      37.9544  4022.3
0.0035        -291.0411    -327.5968      36.5557  3874.1
0.0040        -293.6317    -328.2076      34.5759  3664.3
0.0045        -296.4578    -328.6742      32.2164  3414.2
0.0050        -299.4134    -329.0219      29.6085  3137.8
0.0055        -302.4026    -329.2830      26.8804  2848.7
0.0060        -305.3413    -329.4898      24.1486  2559.2
0.0065        -308.1579    -329.6379      21.4801  2276.4
0.0070        -310.7915    -329.6876      18.8961  2002.6
0.0075        -313.1942    -329.6064      16.4122  1739.3
0.0080        -315.3407    -329.4057      14.0651  1490.6
0.0085        -317.2168    -329.1277      11.9109  1262.3
0.0090        -318.8340    -328.8497      10.0157  1061.4
0.0095        -320.2176    -328.6545       8.4369   894.1
0.0100        -321.4073    -328.6064       7.1991   762.9
0.0105        -322.4472    -328.7134       6.2662   664.1
0.0110        -323.3698    -328.9257       5.5559   588.8
0.0115        -324.1976    -329.1795       4.9819   528.0
0.0120        -324.9433    -329.4289       4.4856   475.4
0.0125        -325.6158    -329.6566       4.0408   428.2
0.0130        -326.2225    -329.8665       3.6441   386.2
0.0135        -326.7707    -330.0698       3.2990   349.6
0.0140        -327.2685    -330.2747       3.0063   318.6
0.0145        -327.7239    -330.4840       2.7601   292.5
0.0150        -328.1429    -330.6943       2.5514   270.4
0.0155        -328.5307    -330.9022       2.3715   251.3
0.0160        -328.8908    -331.1026       2.2118   234.4
0.0165        -329.2260    -331.2934       2.0674   219.1
0.0170        -329.5385    -331.4774       1.9389   205.5
0.0175        -329.8310    -331.6633       1.8323   194.2
0.0180        -330.1082    -331.8675       1.7593   186.4
0.0185        -330.3768    -332.1083       1.7315   183.5
0.0190        -330.6454    -332.3992       1.7538   185.9
0.0195        -330.9210    -332.7345       1.8135   192.2
0.0200        -331.2070    -333.0886       1.8815   199.4
0.0205        -331.5013    -333.4195       1.9182   203.3
0.0210        -331.7953    -333.6761       1.8808   199.3
0.0215        -332.0722    -333.8153       1.7431   184.7
0.0220        -332.3164    -333.8391       1.5228   161.4
0.0225        -332.5225    -333.8141       1.2917   136.9
0.0230        -332.7009    -333.8356       1.1347   120.3
0.0235        -332.8671    -333.9516       1.0845   114.9
0.0240        -333.0324    -334.1452       1.1128   117.9
0.0245        -333.2031    -334.3758       1.1728   124.3
0.0250        -333.3813    -334.6066       1.2253   129.9
0.0255        -333.5632    -334.8026       1.2394   131.3
0.0260        -333.7408    -334.9363       1.1954   126.7
0.0265        -333.9057    -335.0005       1.0947   116.0
0.0270        -334.0519    -335.0078       0.9559   101.3
0.0275        -334.1755    -334.9797       0.8043    85.2
0.0280        -334.2776    -334.9468       0.6692    70.9
0.0285        -334.3635    -334.9435       0.5800    61.5
0.0290        -334.4419    -334.9959       0.5540    58.7
0.0295        -334.5222    -335.1070       0.5848    62.0
0.0300        -334.6092    -335.2511       0.6420    68.0
0.0305        -334.7024    -335.3894       0.6870    72.8
0.0310        -334.7973    -335.4893       0.6920    73.3
0.0315        -334.8874    -335.5394       0.6520    69.1
0.0320        -334.9686    -335.5520       0.5834    61.8
0.0325        -335.0397    -335.5524       0.5127    54.3
0.0330        -335.1029    -335.5648       0.4619    48.9
0.0335        -335.1617    -335.6001       0.4384    46.5
0.0340        -335.2189    -335.6545       0.4356    46.2
0.0345        -335.2759    -335.7175       0.4417    46.8
0.0350        -335.3329    -335.7794       0.4464    47.3
0.0355        -335.3892    -335.8325       0.4434    47.0
0.0360        -335.4438    -335.8750       0.4313    45.7
0.0365        -335.4958    -335.9085       0.4126    43.7
0.0370        -335.5449    -335.9368       0.3919    41.5
0.0375        -335.5913    -335.9649       0.3736    39.6
0.0380        -335.6355    -335.9954       0.3599    38.1
0.0385        -335.6781    -336.0287       0.3506    37.2
0.0390        -335.7194    -336.0634       0.3440    36.5
0.0395        -335.7595    -336.0981       0.3386    35.9
0.0400        -335.7987    -336.1317       0.3329    35.3
0.0405        -335.8367    -336.1630       0.3263    34.6
0.0410        -335.8735    -336.1925       0.3190    33.8
0.0415        -335.9090    -336.2216       0.3126    33.1
0.0420        -335.9437    -336.2521       0.3085    32.7
0.0425        -335.9778    -336.2849       0.3072    32.6
0.0430        -336.0116    -336.3191       0.3075    32.6
0.0435        -336.0450    -336.3521       0.3071    32.5
0.0440        -336.0779    -336.3819       0.3041    32.2
0.0445        -336.1098    -336.4079       0.2980    31.6
0.0450        -336.1407    -336.4306       0.2899    30.7
0.0455        -336.1703    -336.4518       0.2815    29.8
0.0460        -336.1987    -336.4732       0.2744    29.1
0.0465        -336.2263    -336.4964       0.2702    28.6
0.0470        -336.2533    -336.5226       0.2693    28.5
0.0475        -336.2801    -336.5516       0.2714    28.8
0.0480        -336.3070    -336.5822       0.2752    29.2
0.0485        -336.3339    -336.6128       0.2790    29.6
0.0490        -336.3608    -336.6418       0.2811    29.8
0.0495        -336.3873    -336.6678       0.2805    29.7
0.0500        -336.4134    -336.6907       0.2773    29.4
0.0505        -336.4387    -336.7115       0.2729    28.9
0.0510        -336.4633    -336.7327       0.2694    28.6
0.0515        -336.4875    -336.7563       0.2688    28.5
0.0520        -336.5116    -336.7835       0.2719    28.8
0.0525        -336.5359    -336.8139       0.2780    29.5
0.0530        -336.5604    -336.8460       0.2855    30.3
0.0535        -336.5853    -336.8784       0.2930    31.1
0.0540        -336.6105    -336.9102       0.2997    31.8
0.0545        -336.6358    -336.9415       0.3057    32.4
0.0550        -336.6612    -336.9730       0.3118    33.0
0.0555        -336.6869    -337.0055       0.3186    33.8
0.0560        -336.7128    -337.0390       0.3262    34.6
0.0565        -336.7391    -337.0728       0.3337    35.4
0.0570        -336.7655    -337.1058       0.3403    36.1
0.0575        -336.7922    -337.1366       0.3444    36.5
0.0580        -336.8187    -337.1628       0.3441    36.5
0.0585        -336.8443    -337.1815       0.3371    35.7
0.0590        -336.8688    -337.1920       0.3232    34.3
0.0595        -336.8915    -337.1947       0.3033    32.1
0.0600        -336.9120    -337.1922       0.2802    29.7
0.0605        -336.9306    -337.1897       0.2592    27.5
0.0610        -336.9477    -337.1934       0.2457    26.0
0.0615        -336.9642    -337.2070       0.2429    25.7
0.0620        -336.9808    -337.2314       0.2506    26.6
0.0625        -336.9980    -337.2635       0.2655    28.1
0.0630        -337.0160    -337.2979       0.2819    29.9
0.0635        -337.0345    -337.3292       0.2947    31.2
0.0640        -337.0531    -337.3543       0.3012    31.9
0.0645        -337.0715    -337.3725       0.3010    31.9
0.0650        -337.0893    -337.3851       0.2958    31.3
0.0655        -337.1064    -337.3943       0.2879    30.5
0.0660        -337.1226    -337.4021       0.2794    29.6
0.0665        -337.1381    -337.4100       0.2718    28.8
0.0670        -337.1530    -337.4191       0.2661    28.2
0.0675        -337.1674    -337.4297       0.2623    27.8
0.0680        -337.1812    -337.4414       0.2602    27.6
0.0685        -337.1947    -337.4541       0.2594    27.5
0.0690        -337.2078    -337.4678       0.2599    27.5
0.0695        -337.2207    -337.4829       0.2621    27.8
0.0700        -337.2335    -337.4999       0.2664    28.2
0.0705        -337.2463    -337.5190       0.2727    28.9
0.0710        -337.2591    -337.5401       0.2810    29.8
0.0715        -337.2721    -337.5622       0.2901    30.7
0.0720        -337.2851    -337.5838       0.2987    31.7
0.0725        -337.2981    -337.6033       0.3052    32.3
0.0730        -337.3110    -337.6195       0.3085    32.7
0.0735        -337.3235    -337.6317       0.3082    32.7
0.0740        -337.3356    -337.6401       0.3045    32.3
0.0745        -337.3470    -337.6455       0.2985    31.6
0.0750        -337.3579    -337.6500       0.2921    31.0
0.0755        -337.3682    -337.6558       0.2876    30.5
0.0760        -337.3782    -337.6647       0.2865    30.4
0.0765        -337.3879    -337.6778       0.2898    30.7
0.0770        -337.3976    -337.6950       0.2974    31.5
0.0775        -337.4072    -337.7152       0.3080    32.6
0.0780        -337.4169    -337.7366       0.3197    33.9
0.0785        -337.4266    -337.7572       0.3306    35.0
0.0790        -337.4361    -337.7754       0.3393    36.0
0.0795        -337.4454    -337.7906       0.3451    36.6
0.0800        -337.4545    -337.8029       0.3484    36.9
0.0805        -337.4632    -337.8130       0.3498    37.1
0.0810        -337.4715    -337.8216       0.3501    37.1
0.0815        -337.4795    -337.8292       0.3498    37.1
0.0820        -337.4870    -337.8365       0.3495    37.0
0.0825        -337.4942    -337.8440       0.3498    37.1
0.0830        -337.5010    -337.8521       0.3511    37.2
0.0835        -337.5074    -337.8612       0.3538    37.5
0.0840        -337.5135    -337.8718       0.3583    38.0
0.0845        -337.5193    -337.8845       0.3652    38.7
0.0850        -337.5249    -337.8993       0.3744    39.7
0.0855        -337.5303    -337.9158       0.3855    40.9
0.0860        -337.5354    -337.9332       0.3978    42.2
0.0865        -337.5404    -337.9501       0.4098    43.4
0.0870        -337.5449    -337.9647       0.4198    44.5
0.0875        -337.5490    -337.9757       0.4267    45.2
0.0880        -337.5527    -337.9828       0.4301    45.6
0.0885        -337.5559    -337.9864       0.4305    45.6
0.0890        -337.5585    -337.9883       0.4298    45.5
0.0895        -337.5607    -337.9907       0.4301    45.6
0.0900        -337.5625    -337.9960       0.4335    45.9
0.0905        -337.5639    -338.0052       0.4413    46.8
0.0910        -337.5650    -338.0180       0.4530    48.0
0.0915        -337.5657    -338.0331       0.4674    49.5
0.0920        -337.5659    -338.0485       0.4826    51.1
0.0925        -337.5656    -338.0623       0.4967    52.6
0.0930        -337.5647    -338.0732       0.5085    53.9
0.0935        -337.5632    -338.0810       0.5178    54.9
0.0940        -337.5611    -338.0861       0.5250    55.6
0.0945        -337.5585    -338.0894       0.5310    56.3
0.0950        -337.5552    -338.0919       0.5367    56.9
0.0955        -337.5514    -338.0946       0.5432    57.6
0.0960        -337.5469    -338.0987       0.5518    58.5
0.0965        -337.5418    -338.1050       0.5632    59.7
0.0970        -337.5360    -338.1140       0.5780    61.3
0.0975        -337.5295    -338.1256       0.5961    63.2
0.0980        -337.5222    -338.1390       0.6169    65.4
0.0985        -337.5140    -338.1532       0.6392    67.7
0.0990        -337.5048    -338.1664       0.6615    70.1
0.0995        -337.4947    -338.1771       0.6824    72.3
0.1000        -337.4836    -338.1842       0.7007    74.3
0.1005        -337.4714    -338.1875       0.7161    75.9
0.1010        -337.4583    -338.1875       0.7292    77.3
0.1015        -337.4442    -338.1855       0.7413    78.6
0.1020        -337.4291    -338.1836       0.7545    80.0
0.1025        -337.4130    -338.1841       0.7711    81.7
0.1030        -337.3959    -338.1881       0.7922    84.0
0.1035        -337.3777    -338.1953       0.8176    86.6
0.1040        -337.3581    -338.2040       0.8459    89.7
0.1045        -337.3370    -338.2124       0.8753    92.8
0.1050        -337.3145    -338.2185       0.9040    95.8
0.1055        -337.2903    -338.2212       0.9309    98.7
0.1060        -337.2646    -338.2205       0.9559   101.3
0.1065        -337.2373    -338.2171       0.9798   103.8
0.1070        -337.2085    -338.2124       1.0039   106.4
0.1075        -337.1781    -338.2075       1.0294   109.1
0.1080        -337.1460    -338.2029       1.0569   112.0
0.1085        -337.1121    -338.1995       1.0874   115.2
0.1090        -337.0764    -338.1977       1.1214   118.8
0.1095        -337.0385    -338.1972       1.1586   122.8
0.1100        -336.9985    -338.1970       1.1985   127.0
0.1105        -336.9561    -338.1965       1.2404   131.5
0.1110        -336.9112    -338.1948       1.2835   136.0
0.1115        -336.8638    -338.1911       1.3272   140.7
0.1120        -336.8139    -338.1849       1.3710   145.3
0.1125        -336.7613    -338.1761       1.4148   149.9
0.1130        -336.7060    -338.1651       1.4591   154.6
0.1135        -336.6479    -338.1531       1.5052   159.5
0.1140        -336.5869    -338.1416       1.5547   164.8
0.1145        -336.5230    -338.1317       1.6088   170.5
0.1150        -336.4558    -338.1231       1.6673   176.7
0.1155        -336.3853    -338.1143       1.7290   183.2
0.1160        -336.3111    -338.1026       1.7915   189.9
0.1165        -336.2332    -338.0869       1.8537   196.5
0.1170        -336.1514    -338.0681       1.9167   203.1
0.1175        -336.0660    -338.0483       1.9823   210.1
0.1180        -335.9767    -338.0287       2.0521   217.5
0.1185        -335.8832    -338.0099       2.1266   225.4
0.1190        -335.7854    -337.9909       2.2055   233.7
0.1195        -335.6829    -337.9709       2.2879   242.5
0.1200        -335.5757    -337.9494       2.3737   251.6
0.1205        -335.4637    -337.9266       2.4629   261.0
0.1210        -335.3468    -337.9021       2.5554   270.8
0.1215        -335.2247    -337.8748       2.6501   280.9
0.1220        -335.0975    -337.8442       2.7467   291.1
0.1225        -334.9654    -337.8098       2.8444   301.4
0.1230        -334.8280    -337.7706       2.9425   311.8
0.1235        -334.6854    -337.7273       3.0419   322.4
0.1240        -334.5377    -337.6828       3.1451   333.3
0.1245        -334.3849    -337.6402       3.2554   345.0
0.1250        -334.2268    -337.6018       3.3749   357.7
0.1255        -334.0631    -337.5663       3.5031   371.3
0.1260        -333.8936    -337.5302       3.6366   385.4
0.1265        -333.7182    -337.4892       3.7710   399.6
0.1270        -333.5371    -337.4398       3.9028   413.6
0.1275        -333.3506    -337.3818       4.0313   427.2
0.1280        -333.1591    -337.3175       4.1584   440.7
0.1285        -332.9630    -337.2507       4.2878   454.4
0.1290        -332.7626    -337.1857       4.4231   468.7
0.1295        -332.5578    -337.1245       4.5667   484.0
0.1300        -332.3485    -337.0677       4.7192   500.1
0.1305        -332.1347    -337.0153       4.8806   517.2
0.1310        -331.9171    -336.9652       5.0481   535.0
0.1315        -331.6954    -336.9119       5.2165   552.8
0.1320        -331.4704    -336.8516       5.3812   570.3
0.1325        -331.2430    -336.7816       5.5386   587.0
0.1330        -331.0135    -336.7001       5.6867   602.7
0.1335        -330.7829    -336.6125       5.8295   617.8
0.1340        -330.5528    -336.5289       5.9761   633.3
0.1345        -330.3235    -336.4556       6.1321   649.9
0.1350        -330.0950    -336.3935       6.2986   667.5
0.1355        -329.8682    -336.3407       6.4725   685.9
0.1360        -329.6432    -336.2885       6.6453   704.2
0.1365        -329.4208    -336.2267       6.8059   721.3
0.1370        -329.2021    -336.1494       6.9473   736.3
0.1375        -328.9886    -336.0565       7.0679   749.0
0.1380        -328.7817    -335.9536       7.1719   760.1
0.1385        -328.5829    -335.8500       7.2671   770.1
0.1390        -328.3925    -335.7537       7.3612   780.1
0.1395        -328.2114    -335.6713       7.4599   790.6
0.1400        -328.0399    -335.6049       7.5650   801.7
0.1405        -327.8787    -335.5506       7.6719   813.0
0.1410        -327.7280    -335.4987       7.7708   823.5
0.1415        -327.5889    -335.4398       7.8509   832.0
0.1420        -327.4623    -335.3663       7.9040   837.6
0.1425        -327.3481    -335.2750       7.9269   840.1
0.1430        -327.2477    -335.1725       7.9248   839.9
0.1435        -327.1612    -335.0705       7.9093   838.2
0.1440        -327.0890    -334.9808       7.8918   836.3
0.1445        -327.0320    -334.9107       7.8786   835.0
0.1450        -326.9888    -334.8552       7.8665   833.7
0.1455        -326.9601    -334.8049       7.8449   831.4
0.1460        -326.9441    -334.7487       7.8045   827.1
0.1465        -326.9417    -334.6826       7.7409   820.4
0.1470        -326.9518    -334.6059       7.6540   811.2
0.1475        -326.9743    -334.5234       7.5491   800.0
0.1480        -327.0086    -334.4436       7.4350   787.9
0.1485        -327.0546    -334.3729       7.3183   775.6
0.1490        -327.1105    -334.3133       7.2028   763.3
0.1495        -327.1769    -334.2666       7.0897   751.3
0.1500        -327.2523    -334.2281       6.9758   739.3
0.1505        -327.3362    -334.1921       6.8559   726.6
0.1510        -327.4278    -334.1522       6.7244   712.6
0.1515        -327.5263    -334.1035       6.5772   697.0
0.1520        -327.6301    -334.0433       6.4132   679.7
0.1525        -327.7382    -333.9761       6.2380   661.1
0.1530        -327.8502    -333.9126       6.0624   642.5
0.1535        -327.9658    -333.8627       5.8970   624.9
0.1540        -328.0848    -333.8318       5.7470   609.1
0.1545        -328.2068    -333.8150       5.6082   594.3
0.1550        -328.3304    -333.8022       5.4718   579.9
0.1555        -328.4557    -333.7873       5.3316   565.0
0.1560        -328.5814    -333.7660       5.1846   549.5
0.1565        -328.7069    -333.7405       5.0336   533.4
0.1570        -328.8322    -333.7163       4.8841   517.6
0.1575        -328.9567    -333.6981       4.7415   502.5
0.1580        -329.0803    -333.6895       4.6092   488.5
0.1585        -329.2029    -333.6908       4.4879   475.6
0.1590        -329.3245    -333.7011       4.3766   463.8
0.1595        -329.4450    -333.7179       4.2729   452.8
0.1600        -329.5643    -333.7377       4.1734   442.3
0.1605        -329.6822    -333.7573       4.0751   431.9
0.1610        -329.7984    -333.7746       3.9762   421.4
0.1615        -329.9126    -333.7897       3.8771   410.9
0.1620        -330.0249    -333.8048       3.7799   400.6
0.1625        -330.1350    -333.8237       3.6888   390.9
0.1630        -330.2437    -333.8506       3.6069   382.3
0.1635        -330.3510    -333.8831       3.5322   374.3
0.1640        -330.4561    -333.9143       3.4582   366.5
0.1645        -330.5592    -333.9394       3.3802   358.2
0.1650        -330.6597    -333.9561       3.2964   349.3
0.1655        -330.7575    -333.9665       3.2090   340.1
0.1660        -330.8525    -333.9760       3.1235   331.0
0.1665        -330.9451    -333.9897       3.0446   322.7
0.1670        -331.0354    -334.0106       2.9751   315.3
0.1675        -331.1236    -334.0391       2.9155   309.0
0.1680        -331.2097    -334.0730       2.8632   303.4
0.1685        -331.2940    -334.1077       2.8137   298.2
0.1690        -331.3764    -334.1376       2.7613   292.6
0.1695        -331.4563    -334.1571       2.7008   286.2
0.1700        -331.5336    -334.1633       2.6297   278.7
0.1705        -331.6076    -334.1583       2.5507   270.3
0.1710        -331.6783    -334.1489       2.4706   261.8
0.1715        -331.7464    -334.1441       2.3977   254.1
0.1720        -331.8121    -334.1499       2.3378   247.8
0.1725        -331.8759    -334.1671       2.2912   242.8
0.1730        -331.9378    -334.1910       2.2532   238.8
0.1735        -331.9979    -334.2144       2.2166   234.9
0.1740        -332.0556    -334.2304       2.1748   230.5
0.1745        -332.1110    -334.2369       2.1260   225.3
0.1750        -332.1639    -334.2361       2.0722   219.6
0.1755        -332.2144    -334.2318       2.0173   213.8
0.1760        -332.2626    -334.2288       1.9662   208.4
0.1765        -332.3089    -334.2313       1.9224   203.7
0.1770        -332.3532    -334.2408       1.8876   200.0
0.1775        -332.3960    -334.2570       1.8610   197.2
0.1780        -332.4373    -334.2771       1.8397   195.0
0.1785        -332.4772    -334.2971       1.8199   192.9
0.1790        -332.5160    -334.3132       1.7972   190.5
0.1795        -332.5534    -334.3236       1.7702   187.6
0.1800        -332.5891    -334.3301       1.7410   184.5
0.1805        -332.6232    -334.3363       1.7131   181.5
0.1810        -332.6559    -334.3465       1.6906   179.2
0.1815        -332.6874    -334.3631       1.6757   177.6
0.1820        -332.7179    -334.3854       1.6675   176.7
0.1825        -332.7473    -334.4099       1.6626   176.2
0.1830        -332.7754    -334.4327       1.6573   175.6
0.1835        -332.8023    -334.4521       1.6497   174.8
0.1840        -332.8279    -334.4681       1.6402   173.8
0.1845        -332.8521    -334.4828       1.6307   172.8
0.1850        -332.8753    -334.4995       1.6242   172.1
0.1855        -332.8974    -334.5202       1.6227   172.0
0.1860        -332.9187    -334.5452       1.6265   172.4
0.1865        -332.9392    -334.5738       1.6345   173.2
0.1870        -332.9589    -334.6039       1.6450   174.3
0.1875        -332.9778    -334.6328       1.6550   175.4
0.1880        -332.9957    -334.6571       1.6615   176.1
0.1885        -333.0124    -334.6753       1.6629   176.2
0.1890        -333.0280    -334.6882       1.6603   176.0
0.1895        -333.0425    -334.6992       1.6567   175.6
0.1900        -333.0560    -334.7119       1.6559   175.5
0.1905        -333.0686    -334.7291       1.6605   176.0
0.1910        -333.0805    -334.7507       1.6702   177.0
0.1915        -333.0915    -334.7742       1.6827   178.3
0.1920        -333.1016    -334.7963       1.6947   179.6
0.1925        -333.1107    -334.8147       1.7040   180.6
0.1930        -333.1186    -334.8287       1.7102   181.2
0.1935        -333.1255    -334.8400       1.7145   181.7
0.1940        -333.1315    -334.8505       1.7190   182.2
0.1945        -333.1364    -334.8619       1.7255   182.9
0.1950        -333.1404    -334.8759       1.7355   183.9
0.1955        -333.1436    -334.8929       1.7494   185.4
0.1960        -333.1458    -334.9119       1.7662   187.2
0.1965        -333.1470    -334.9311       1.7841   189.1
0.1970        -333.1472    -334.9487       1.8015   190.9
0.1975        -333.1464    -334.9634       1.8170   192.6
0.1980        -333.1444    -334.9745       1.8301   193.9
0.1985        -333.1414    -334.9834       1.8419   195.2
0.1990        -333.1374    -334.9926       1.8552   196.6
0.1995        -333.1324    -335.0046       1.8722   198.4
0.2000        -333.1267    -335.0209       1.8942   200.7
0.2005        -333.1200    -335.0395       1.9195   203.4
0.2010        -333.1122    -335.0570       1.9449   206.1
0.2015        -333.1032    -335.0707       1.9675   208.5
0.2020        -333.0931    -335.0790       1.9859   210.5
0.2025        -333.0818    -335.0826       2.0009   212.0
0.2030        -333.0693    -335.0847       2.0153   213.6
0.2035        -333.0559    -335.0889       2.0330   215.4
0.2040        -333.0414    -335.0978       2.0563   217.9
0.2045        -333.0259    -335.1130       2.0871   221.2
0.2050        -333.0095    -335.1339       2.1244   225.1
0.2055        -332.9917    -335.1566       2.1649   229.4
0.2060        -332.9726    -335.1780       2.2054   233.7
0.2065        -332.9524    -335.1960       2.2436   237.8
0.2070        -332.9307    -335.2085       2.2778   241.4
0.2075        -332.9079    -335.2159       2.3080   244.6
0.2080        -332.8838    -335.2199       2.3361   247.6
0.2085        -332.8585    -335.2233       2.3648   250.6
0.2090        -332.8323    -335.2298       2.3976   254.1
0.2095        -332.8050    -335.2417       2.4366   258.2
0.2100        -332.7768    -335.2580       2.4812   263.0
0.2105        -332.7474    -335.2757       2.5283   267.9
0.2110        -332.7168    -335.2908       2.5740   272.8
0.2115        -332.6846    -335.2997       2.6151   277.1
0.2120        -332.6514    -335.3019       2.6505   280.9
0.2125        -332.6169    -335.2979       2.6810   284.1
0.2130        -332.5813    -335.2916       2.7103   287.2
0.2135        -332.5450    -335.2882       2.7432   290.7
0.2140        -332.5077    -335.2897       2.7820   294.8
0.2145        -332.4691    -335.2967       2.8276   299.7
0.2150        -332.4298    -335.3090       2.8792   305.1
0.2155        -332.3892    -335.3241       2.9349   311.0
0.2160        -332.3475    -335.3386       2.9911   317.0
0.2165        -332.3048    -335.3489       3.0442   322.6
0.2170        -332.2608    -335.3515       3.0907   327.5
0.2175        -332.2157    -335.3458       3.1301   331.7
0.2180        -332.1699    -335.3347       3.1648   335.4
0.2185        -332.1235    -335.3221       3.1986   339.0
0.2190        -332.0764    -335.3128       3.2364   343.0
0.2195        -332.0292    -335.3108       3.2816   347.8
0.2200        -331.9815    -335.3155       3.3340   353.3
0.2205        -331.9333    -335.3230       3.3897   359.2
0.2210        -331.8843    -335.3279       3.4436   364.9
0.2215        -331.8351    -335.3274       3.4923   370.1
0.2220        -331.7852    -335.3186       3.5334   374.5
0.2225        -331.7350    -335.3020       3.5670   378.0
0.2230        -331.6848    -335.2817       3.5969   381.2
0.2235        -331.6347    -335.2626       3.6279   384.5
0.2240        -331.5844    -335.2487       3.6643   388.3
0.2245        -331.5346    -335.2441       3.7095   393.1
0.2250        -331.4849    -335.2481       3.7632   398.8
0.2255        -331.4350    -335.2573       3.8223   405.1
0.2260        -331.3853    -335.2670       3.8818   411.4
0.2265        -331.3357    -335.2726       3.9369   417.2
0.2270        -331.2861    -335.2705       3.9844   422.3
0.2275        -331.2371    -335.2611       4.0240   426.5
0.2280        -331.1886    -335.2464       4.0578   430.0
0.2285        -331.1407    -335.2314       4.0907   433.5
0.2290        -331.0937    -335.2224       4.1287   437.6
0.2295        -331.0482    -335.2230       4.1749   442.4
0.2300        -331.0037    -335.2311       4.2274   448.0
0.2305        -330.9603    -335.2423       4.2820   453.8
0.2310        -330.9181    -335.2504       4.3323   459.1
0.2315        -330.8773    -335.2488       4.3715   463.3
0.2320        -330.8386    -335.2372       4.3985   466.1
0.2325        -330.8013    -335.2172       4.4160   468.0
0.2330        -330.7659    -335.1933       4.4274   469.2
0.2335        -330.7322    -335.1706       4.4384   470.4
0.2340        -330.7005    -335.1541       4.4536   472.0
0.2345        -330.6709    -335.1455       4.4746   474.2
0.2350        -330.6436    -335.1434       4.4998   476.9
0.2355        -330.6183    -335.1423       4.5240   479.4
0.2360        -330.5946    -335.1362       4.5417   481.3
0.2365        -330.5728    -335.1216       4.5488   482.1
0.2370        -330.5529    -335.0974       4.5445   481.6
0.2375        -330.5351    -335.0671       4.5320   480.3
0.2380        -330.5196    -335.0372       4.5176   478.8
0.2385        -330.5060    -335.0129       4.5068   477.6
0.2390        -330.4951    -334.9977       4.5025   477.2
0.2395        -330.4868    -334.9914       4.5046   477.4
0.2400        -330.4809    -334.9889       4.5080   477.7
0.2405        -330.4765    -334.9819       4.5054   477.5
0.2410        -330.4746    -334.9669       4.4923   476.1
0.2415        -330.4742    -334.9414       4.4672   473.4
0.2420        -330.4757    -334.9086       4.4328   469.8
0.2425        -330.4789    -334.8738       4.3949   465.8
0.2430        -330.4840    -334.8445       4.3606   462.1
0.2435        -330.4912    -334.8265       4.3353   459.4
0.2440        -330.5002    -334.8200       4.3198   457.8
0.2445        -330.5112    -334.8234       4.3122   457.0
0.2450        -330.5243    -334.8318       4.3076   456.5
0.2455        -330.5388    -334.8372       4.2983   455.5
0.2460        -330.5548    -334.8335       4.2787   453.4
0.2465        -330.5719    -334.8194       4.2475   450.1
0.2470        -330.5903    -334.7967       4.2064   445.8
0.2475        -330.6099    -334.7708       4.1609   441.0
0.2480        -330.6305    -334.7488       4.1184   436.5
0.2485        -330.6523    -334.7363       4.0840   432.8
0.2490        -330.6756    -334.7360       4.0604   430.3
0.2495        -330.7006    -334.7469       4.0464   428.8
0.2500        -330.7268    -334.7623       4.0355   427.7
0.2505        -330.7535    -334.7747       4.0212   426.2
0.2510        -330.7816    -334.7812       3.9997   423.9
0.2515        -330.8101    -334.7799       3.9698   420.7
0.2520        -330.8396    -334.7716       3.9320   416.7
0.2525        -330.8693    -334.7600       3.8906   412.3
0.2530        -330.8996    -334.7513       3.8518   408.2
0.2535        -330.9309    -334.7502       3.8193   404.8
0.2540        -330.9629    -334.7569       3.7940   402.1
0.2545        -330.9957    -334.7680       3.7724   399.8
0.2550        -331.0295    -334.7779       3.7484   397.2
0.2555        -331.0632    -334.7789       3.7157   393.8
0.2560        -331.0971    -334.7672       3.6701   388.9
0.2565        -331.1308    -334.7423       3.6115   382.7
0.2570        -331.1644    -334.7075       3.5431   375.5
0.2575        -331.1977    -334.6683       3.4706   367.8
0.2580        -331.2305    -334.6301       3.3996   360.3
0.2585        -331.2629    -334.5975       3.3346   353.4
0.2590        -331.2952    -334.5736       3.2783   347.4
0.2595        -331.3270    -334.5573       3.2303   342.3
0.2600        -331.3583    -334.5454       3.1871   337.8
0.2605        -331.3893    -334.5331       3.1438   333.2
0.2610        -331.4192    -334.5157       3.0964   328.2
0.2615        -331.4483    -334.4922       3.0439   322.6
0.2620        -331.4766    -334.4651       2.9885   316.7
0.2625        -331.5040    -334.4378       2.9338   310.9
0.2630        -331.5306    -334.4154       2.8848   305.7
0.2635        -331.5568    -334.4025       2.8457   301.6
0.2640        -331.5826    -334.3990       2.8165   298.5
0.2645        -331.6077    -334.4013       2.7936   296.1
0.2650        -331.6321    -334.4045       2.7724   293.8
0.2655        -331.6557    -334.4040       2.7483   291.3
0.2660        -331.6785    -334.3963       2.7179   288.0
0.2665        -331.7004    -334.3796       2.6792   283.9
0.2670        -331.7213    -334.3534       2.6321   278.9
0.2675        -331.7408    -334.3198       2.5789   273.3
0.2680        -331.7593    -334.2840       2.5247   267.6
