       Step     Time          Energy         fmax
GPMin:   25 16:18:52       -4.888001        0.0228
GPMin:   26 16:18:56       -4.889077        0.0148
       Step     Time          Energy         fmax
GPMin:    0 16:19:06       -3.174461        1.3441
GPMin:    1 16:19:12       -4.014521        0.6011
GPMin:    2 16:19:19       -4.292016        0.2545
GPMin:    3 16:19:26       -4.357641        0.0996
GPMin:    4 16:19:31       -4.367013        0.1265
GPMin:    5 16:19:36       -4.380354        0.1065
GPMin:    6 16:19:42       -4.395258        0.1414
GPMin:    7 16:19:47       -4.407867        0.1223
GPMin:    8 16:20:00       -4.453391        0.1109
GPMin:    9 16:20:06       -4.453843        0.0549
GPMin:   10 16:20:29       -4.455757        0.0478
GPMin:   11 16:20:43       -4.490212        0.1482
GPMin:   12 16:20:49       -4.515103        0.1960
GPMin:   13 16:20:55       -4.542536        0.2111
GPMin:   14 16:21:01       -4.567899        0.2212
GPMin:   15 16:21:08       -4.606257        0.2263
GPMin:   16 16:21:14       -4.644294        0.2174
GPMin:   17 16:21:20       -4.691341        0.1880
GPMin:   18 16:21:26       -4.718853        0.1625
GPMin:   19 16:21:33       -4.788896        0.1381
GPMin:   20 16:21:38       -4.795492        0.1233
GPMin:   21 16:21:45       -4.830324        0.0948
GPMin:   22 16:21:51       -4.850159        0.0731
GPMin:   23 16:21:56       -4.860760        0.0635
GPMin:   24 16:22:02       -4.869057        0.0619
GPMin:   25 16:22:07       -4.878814        0.0477
GPMin:   26 16:22:13       -4.883798        0.0307
GPMin:   27 16:22:18       -4.886225        0.0355
GPMin:   28 16:22:23       -4.888592        0.0247
GPMin:   29 16:22:28       -4.889461        0.0126
       Step     Time          Energy         fmax
GPMin:    0 16:22:38       -3.170632        1.3480
GPMin:    1 16:22:45       -4.011349        0.6027
GPMin:    2 16:22:51       -4.289152        0.2573
GPMin:    3 16:22:58       -4.355154        0.0969
GPMin:    4 16:23:03       -4.364651        0.1253
GPMin:    5 16:23:08       -4.377691        0.1081
GPMin:    6 16:23:14       -4.393297        0.1255
GPMin:    7 16:23:20       -4.418556        0.0899
GPMin:    8 16:23:26       -4.424970        0.0770
GPMin:    9 16:23:39       -4.436491        0.1147
GPMin:   10 16:24:10       -4.439921        0.0709
GPMin:   11 16:24:15       -4.439986        0.0630
GPMin:   12 16:24:38       -4.440091        0.0657
GPMin:   13 16:24:52       -4.452282        0.1321
GPMin:   14 16:24:58       -4.456534        0.0756
GPMin:   15 16:25:44       -4.464872        0.2392
GPMin:   16 16:25:51       -4.498745        0.3080
GPMin:   17 16:25:57       -4.528683        0.2687
GPMin:   18 16:26:03       -4.583592        0.2228
GPMin:   19 16:26:09       -4.623753        0.1954
GPMin:   20 16:26:15       -4.680358        0.1607
GPMin:   21 16:26:21       -4.698477        0.1592
GPMin:   22 16:26:29       -4.736861        0.2056
GPMin:   23 16:26:36       -4.756171        0.2099
GPMin:   24 16:26:42       -4.780304        0.1633
GPMin:   25 16:26:48       -4.805779        0.1150
GPMin:   26 16:26:54       -4.825841        0.1044
GPMin:   27 16:27:00       -4.842682        0.0936
GPMin:   28 16:27:06       -4.858144        0.0812
GPMin:   29 16:27:11       -4.868840        0.0747
GPMin:   30 16:27:17       -4.875344        0.0551
GPMin:   31 16:27:22       -4.879765        0.0552
GPMin:   32 16:27:27       -4.882909        0.0514
GPMin:   33 16:27:33       -4.885696        0.0379
GPMin:   34 16:27:38       -4.887268        0.0365
GPMin:   35 16:27:44       -4.888511        0.0278
GPMin:   36 16:27:48       -4.889311        0.0204
GPMin:   37 16:27:53       -4.889863        0.0131
       Step     Time          Energy         fmax
GPMin:    0 16:28:03       -3.192106        1.3221
GPMin:    1 16:28:10       -3.981789        0.6227
