Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
1.0145        -330.9589    -334.5783       3.6193   383.6
1.0150        -330.9557    -334.5226       3.5669   378.0
1.0155        -330.9539    -334.4910       3.5372   374.9
1.0160        -330.9533    -334.4984       3.5451   375.7
1.0165        -330.9545    -334.5446       3.5901   380.5
1.0170        -330.9567    -334.6097       3.6530   387.1
1.0175        -330.9593    -334.6662       3.7069   392.9
1.0180        -330.9613    -334.6922       3.7309   395.4
1.0185        -330.9642    -334.6793       3.7151   393.7
1.0190        -330.9663    -334.6252       3.6589   387.8
1.0195        -330.9691    -334.5382       3.5692   378.3
1.0200        -330.9709    -334.4297       3.4588   366.6
1.0205        -330.9726    -334.3246       3.3520   355.2
1.0210        -330.9752    -334.2534       3.2782   347.4
1.0215        -330.9793    -334.2330       3.2537   344.8
1.0220        -330.9845    -334.2559       3.2715   346.7
1.0225        -330.9893    -334.2992       3.3099   350.8
1.0230        -330.9939    -334.3431       3.3492   354.9
1.0235        -330.9985    -334.3741       3.3756   357.7
1.0240        -331.0027    -334.3827       3.3800   358.2
1.0245        -331.0069    -334.3653       3.3583   355.9
1.0250        -331.0110    -334.3242       3.3132   351.1
1.0255        -331.0144    -334.2701       3.2558   345.0
1.0260        -331.0174    -334.2243       3.2069   339.9
1.0265        -331.0211    -334.2082       3.1871   337.8
1.0270        -331.0257    -334.2301       3.2043   339.6
1.0275        -331.0303    -334.2847       3.2543   344.9
1.0280        -331.0355    -334.3635       3.3280   352.7
1.0285        -331.0406    -334.4544       3.4138   361.8
1.0290        -331.0470    -334.5403       3.4932   370.2
1.0295        -331.0537    -334.5938       3.5401   375.2
1.0300        -331.0599    -334.5925       3.5326   374.4
1.0305        -331.0641    -334.5301       3.4660   367.3
1.0310        -331.0675    -334.4286       3.3611   356.2
1.0315        -331.0711    -334.3285       3.2574   345.2
1.0320        -331.0755    -334.2674       3.1918   338.3
1.0325        -331.0807    -334.2677       3.1870   337.8
1.0330        -331.0871    -334.3343       3.2472   344.1
1.0335        -331.0948    -334.4522       3.3575   355.8
1.0340        -331.1029    -334.5913       3.4884   369.7
1.0345        -331.1120    -334.7157       3.6037   381.9
1.0350        -331.1206    -334.7895       3.6689   388.8
1.0355        -331.1281    -334.7944       3.6663   388.5
1.0360        -331.1347    -334.7404       3.6058   382.1
1.0365        -331.1408    -334.6583       3.5175   372.8
1.0370        -331.1476    -334.5868       3.4392   364.5
1.0375        -331.1557    -334.5583       3.4026   360.6
1.0380        -331.1652    -334.5874       3.4222   362.7
1.0385        -331.1766    -334.6668       3.4902   369.9
1.0390        -331.1890    -334.7653       3.5763   379.0
1.0395        -331.2018    -334.8409       3.6392   385.7
1.0400        -331.2141    -334.8589       3.6447   386.3
1.0405        -331.2247    -334.8069       3.5822   379.6
1.0410        -331.2348    -334.7013       3.4665   367.4
1.0415        -331.2446    -334.5702       3.3256   352.4
1.0420        -331.2546    -334.4435       3.1889   338.0
1.0425        -331.2643    -334.3450       3.0807   326.5
1.0430        -331.2737    -334.2919       3.0182   319.9
1.0435        -331.2837    -334.2955       3.0119   319.2
1.0440        -331.2948    -334.3537       3.0588   324.2
1.0445        -331.3069    -334.4439       3.1370   332.5
1.0450        -331.3193    -334.5282       3.2089   340.1
1.0455        -331.3307    -334.5661       3.2354   342.9
1.0460        -331.3409    -334.5339       3.1930   338.4
1.0465        -331.3476    -334.4349       3.0873   327.2
1.0470        -331.3526    -334.3117       2.9592   313.6
1.0475        -331.3577    -334.2245       2.8668   303.8
1.0480        -331.3653    -334.2179       2.8527   302.3
1.0485        -331.3751    -334.2922       2.9171   309.2
1.0490        -331.3857    -334.4067       3.0211   320.2
1.0495        -331.3951    -334.5082       3.1131   329.9
1.0500        -331.4024    -334.5594       3.1570   334.6
1.0505        -331.4084    -334.5527       3.1443   333.2
1.0510        -331.4137    -334.5037       3.0900   327.5
1.0515        -331.4186    -334.4379       3.0193   320.0
1.0520        -331.4238    -334.3794       2.9556   313.2
1.0525        -331.4290    -334.3440       2.9150   308.9
1.0530        -331.4334    -334.3398       2.9063   308.0
1.0535        -331.4382    -334.3732       2.9351   311.1
1.0540        -331.4435    -334.4444       3.0009   318.0
1.0545        -331.4498    -334.5408       3.0910   327.6
1.0550        -331.4562    -334.6358       3.1796   337.0
1.0555        -331.4618    -334.6989       3.2371   343.1
1.0560        -331.4662    -334.7109       3.2447   343.9
1.0565        -331.4682    -334.6749       3.2067   339.8
1.0570        -331.4697    -334.6238       3.1541   334.3
1.0575        -331.4715    -334.5997       3.1283   331.5
1.0580        -331.4757    -334.6324       3.1567   334.5
1.0585        -331.4818    -334.7145       3.2327   342.6
1.0590        -331.4882    -334.8085       3.3203   351.9
1.0595        -331.4933    -334.8737       3.3804   358.2
1.0600        -331.4967    -334.8898       3.3931   359.6
1.0605        -331.4995    -334.8647       3.3652   356.6
1.0610        -331.5028    -334.8190       3.3162   351.4
1.0615        -331.5064    -334.7699       3.2635   345.9
1.0620        -331.5105    -334.7268       3.2163   340.9
1.0625        -331.5144    -334.6926       3.1782   336.8
1.0630        -331.5180    -334.6710       3.1530   334.2
1.0635        -331.5217    -334.6658       3.1441   333.2
1.0640        -331.5257    -334.6793       3.1537   334.2
1.0645        -331.5295    -334.7105       3.1810   337.1
1.0650        -331.5338    -334.7549       3.2211   341.4
1.0655        -331.5384    -334.8018       3.2634   345.8
1.0660        -331.5425    -334.8372       3.2948   349.2
1.0665        -331.5459    -334.8563       3.3104   350.8
1.0670        -331.5492    -334.8646       3.3154   351.4
1.0675        -331.5526    -334.8704       3.3179   351.6
1.0680        -331.5567    -334.8801       3.3234   352.2
1.0685        -331.5604    -334.8923       3.3319   353.1
1.0690        -331.5647    -334.9076       3.3430   354.3
1.0695        -331.5687    -334.9272       3.3585   355.9
1.0700        -331.5737    -334.9515       3.3778   358.0
1.0705        -331.5791    -334.9718       3.3927   359.5
1.0710        -331.5843    -334.9756       3.3913   359.4
1.0715        -331.5889    -334.9571       3.3682   357.0
1.0720        -331.5934    -334.9202       3.3269   352.6
1.0725        -331.5976    -334.8746       3.2770   347.3
1.0730        -331.6023    -334.8335       3.2312   342.4
1.0735        -331.6070    -334.8044       3.1975   338.9
1.0740        -331.6126    -334.7891       3.1765   336.6
1.0745        -331.6177    -334.7801       3.1624   335.1
1.0750        -331.6225    -334.7711       3.1486   333.7
1.0755        -331.6267    -334.7605       3.1338   332.1
1.0760        -331.6310    -334.7518       3.1208   330.7
1.0765        -331.6350    -334.7478       3.1128   329.9
1.0770        -331.6394    -334.7497       3.1103   329.6
1.0775        -331.6432    -334.7536       3.1104   329.6
1.0780        -331.6468    -334.7575       3.1107   329.7
1.0785        -331.6499    -334.7613       3.1114   329.7
1.0790        -331.6534    -334.7669       3.1135   330.0
1.0795        -331.6570    -334.7712       3.1142   330.0
1.0800        -331.6604    -334.7662       3.1058   329.1
1.0805        -331.6625    -334.7437       3.0811   326.5
1.0810        -331.6642    -334.7062       3.0420   322.4
1.0815        -331.6652    -334.6641       2.9988   317.8
1.0820        -331.6666    -334.6310       2.9644   314.2
1.0825        -331.6677    -334.6155       2.9478   312.4
1.0830        -331.6691    -334.6218       2.9527   312.9
1.0835        -331.6706    -334.6460       2.9754   315.3
1.0840        -331.6718    -334.6766       3.0047   318.4
1.0845        -331.6730    -334.7000       3.0271   320.8
1.0850        -331.6730    -334.7048       3.0319   321.3
1.0855        -331.6723    -334.6898       3.0175   319.8
1.0860        -331.6711    -334.6625       2.9914   317.0
1.0865        -331.6692    -334.6371       2.9679   314.5
1.0870        -331.6673    -334.6307       2.9634   314.0
1.0875        -331.6657    -334.6563       2.9906   316.9
1.0880        -331.6643    -334.7166       3.0522   323.5
1.0885        -331.6634    -334.8032       3.1398   332.7
1.0890        -331.6625    -334.8971       3.2346   342.8
1.0895        -331.6618    -334.9717       3.3099   350.8
1.0900        -331.6603    -334.9999       3.3396   353.9
1.0905        -331.6569    -334.9694       3.3125   351.1
1.0910        -331.6528    -334.8928       3.2400   343.4
1.0915        -331.6484    -334.7986       3.1502   333.9
1.0920        -331.6446    -334.7197       3.0752   325.9
1.0925        -331.6416    -334.6801       3.0385   322.0
1.0930        -331.6394    -334.6864       3.0470   322.9
1.0935        -331.6379    -334.7286       3.0907   327.5
1.0940        -331.6367    -334.7840       3.1473   333.5
1.0945        -331.6350    -334.8255       3.1905   338.1
1.0950        -331.6325    -334.8299       3.1974   338.8
1.0955        -331.6286    -334.7866       3.1581   334.7
1.0960        -331.6237    -334.7036       3.0799   326.4
1.0965        -331.6179    -334.6039       2.9860   316.4
1.0970        -331.6123    -334.5217       2.9094   308.3
1.0975        -331.6072    -334.4881       2.8809   305.3
1.0980        -331.6035    -334.5177       2.9142   308.8
1.0985        -331.6005    -334.5986       2.9980   317.7
1.0990        -331.5974    -334.6981       3.1007   328.6
1.0995        -331.5932    -334.7785       3.1853   337.6
1.1000        -331.5877    -334.8121       3.2243   341.7
1.1005        -331.5811    -334.7877       3.2066   339.8
1.1010        -331.5733    -334.7150       3.1417   332.9
1.1015        -331.5653    -334.6194       3.0541   323.7
1.1020        -331.5571    -334.5314       2.9743   315.2
1.1025        -331.5499    -334.4787       2.9288   310.4
1.1030        -331.5434    -334.4733       2.9299   310.5
1.1035        -331.5375    -334.5116       2.9741   315.2
1.1040        -331.5314    -334.5747       3.0433   322.5
1.1045        -331.5249    -334.6370       3.1120   329.8
1.1050        -331.5179    -334.6735       3.1557   334.4
1.1055        -331.5094    -334.6664       3.1570   334.6
1.1060        -331.5003    -334.6129       3.1126   329.9
1.1065        -331.4901    -334.5252       3.0351   321.7
1.1070        -331.4787    -334.4326       2.9539   313.0
1.1075        -331.4678    -334.3767       2.9088   308.3
1.1080        -331.4582    -334.3891       2.9309   310.6
1.1085        -331.4500    -334.4766       3.0266   320.7
1.1090        -331.4424    -334.6159       3.1735   336.3
1.1095        -331.4341    -334.7636       3.3295   352.9
1.1100        -331.4247    -334.8767       3.4520   365.8
1.1105        -331.4135    -334.9258       3.5123   372.2
1.1110        -331.4014    -334.9051       3.5037   371.3
1.1115        -331.3885    -334.8308       3.4422   364.8
1.1120        -331.3759    -334.7368       3.3609   356.2
1.1125        -331.3642    -334.6619       3.2977   349.5
1.1130        -331.3542    -334.6329       3.2787   347.5
1.1135        -331.3457    -334.6543       3.3086   350.6
1.1140        -331.3372    -334.7105       3.3733   357.5
1.1145        -331.3288    -334.7800       3.4512   365.7
1.1150        -331.3200    -334.8418       3.5218   373.2
1.1155        -331.3107    -334.8826       3.5720   378.5
1.1160        -331.3015    -334.8952       3.5937   380.8
1.1165        -331.2924    -334.8771       3.5847   379.9
1.1170        -331.2834    -334.8336       3.5502   376.2
1.1175        -331.2741    -334.7772       3.5031   371.3
1.1180        -331.2648    -334.7312       3.4663   367.4
1.1185        -331.2563    -334.7231       3.4668   367.4
1.1190        -331.2491    -334.7736       3.5244   373.5
1.1195        -331.2442    -334.8829       3.6387   385.6
1.1200        -331.2407    -335.0224       3.7818   400.8
1.1205        -331.2376    -335.1452       3.9075   414.1
1.1210        -331.2340    -335.2060       3.9720   420.9
1.1215        -331.2293    -335.1834       3.9541   419.0
1.1220        -331.2246    -335.0879       3.8633   409.4
1.1225        -331.2197    -334.9517       3.7320   395.5
1.1230        -331.2163    -334.8173       3.6009   381.6
1.1235        -331.2148    -334.7170       3.5022   371.2
1.1240        -331.2147    -334.6642       3.4495   365.6
1.1245        -331.2154    -334.6540       3.4386   364.4
1.1250        -331.2166    -334.6713       3.4547   366.1
1.1255        -331.2178    -334.6979       3.4801   368.8
1.1260        -331.2189    -334.7201       3.5012   371.0
1.1265        -331.2198    -334.7321       3.5123   372.2
1.1270        -331.2210    -334.7349       3.5139   372.4
1.1275        -331.2226    -334.7293       3.5067   371.6
1.1280        -331.2249    -334.7144       3.4894   369.8
1.1285        -331.2270    -334.6867       3.4598   366.7
1.1290        -331.2282    -334.6517       3.4235   362.8
1.1295        -331.2295    -334.6299       3.4004   360.4
1.1300        -331.2313    -334.6449       3.4136   361.8
1.1305        -331.2361    -334.7063       3.4702   367.8
1.1310        -331.2425    -334.7914       3.5489   376.1
1.1315        -331.2486    -334.8582       3.6096   382.5
1.1320        -331.2538    -334.8735       3.6198   383.6
1.1325        -331.2572    -334.8294       3.5722   378.6
1.1330        -331.2605    -334.7473       3.4868   369.5
1.1335        -331.2647    -334.6583       3.3937   359.7
1.1340        -331.2692    -334.5838       3.3147   351.3
1.1345        -331.2748    -334.5347       3.2599   345.5
1.1350        -331.2807    -334.5095       3.2289   342.2
1.1355        -331.2869    -334.4985       3.2116   340.4
1.1360        -331.2925    -334.4890       3.1965   338.8
1.1365        -331.2974    -334.4758       3.1784   336.8
1.1370        -331.3019    -334.4615       3.1596   334.9
1.1375        -331.3063    -334.4547       3.1484   333.7
1.1380        -331.3116    -334.4625       3.1509   333.9
1.1385        -331.3167    -334.4812       3.1645   335.4
1.1390        -331.3220    -334.5022       3.1802   337.0
1.1395        -331.3270    -334.5159       3.1889   338.0
1.1400        -331.3312    -334.5178       3.1866   337.7
1.1405        -331.3354    -334.5108       3.1754   336.5
1.1410        -331.3390    -334.4998       3.1608   335.0
1.1415        -331.3427    -334.4911       3.1483   333.7
1.1420        -331.3464    -334.4900       3.1436   333.1
1.1425        -331.3499    -334.5024       3.1525   334.1
1.1430        -331.3539    -334.5301       3.1762   336.6
1.1435        -331.3583    -334.5647       3.2064   339.8
1.1440        -331.3626    -334.5923       3.2296   342.3
1.1445        -331.3659    -334.6015       3.2356   342.9
1.1450        -331.3689    -334.5920       3.2232   341.6
1.1455        -331.3716    -334.5711       3.1995   339.1
1.1460        -331.3743    -334.5490       3.1747   336.5
1.1465        -331.3771    -334.5363       3.1592   334.8
1.1470        -331.3802    -334.5396       3.1594   334.8
1.1475        -331.3831    -334.5612       3.1780   336.8
1.1480        -331.3864    -334.6014       3.2150   340.7
1.1485        -331.3897    -334.6562       3.2666   346.2
1.1490        -331.3932    -334.7191       3.3259   352.5
1.1495        -331.3968    -334.7830       3.3862   358.9
1.1500        -331.4004    -334.8416       3.4412   364.7
1.1505        -331.4044    -334.8897       3.4853   369.4
1.1510        -331.4084    -334.9247       3.5163   372.7
1.1515        -331.4118    -334.9492       3.5374   374.9
1.1520        -331.4156    -334.9747       3.5591   377.2
1.1525        -331.4207    -335.0112       3.5905   380.5
1.1530        -331.4270    -335.0565       3.6295   384.6
1.1535        -331.4341    -335.0984       3.6643   388.3
1.1540        -331.4416    -335.1206       3.6790   389.9
1.1545        -331.4493    -335.1109       3.6616   388.1
1.1550        -331.4568    -335.0660       3.6091   382.5
1.1555        -331.4636    -334.9931       3.5295   374.0
1.1560        -331.4705    -334.9122       3.4416   364.7
1.1565        -331.4779    -334.8460       3.3681   356.9
1.1570        -331.4862    -334.8107       3.3245   352.3
1.1575        -331.4953    -334.8084       3.3130   351.1
1.1580        -331.5047    -334.8290       3.3243   352.3
1.1585        -331.5146    -334.8588       3.3442   354.4
1.1590        -331.5247    -334.8819       3.3572   355.8
1.1595        -331.5342    -334.8828       3.3486   354.9
1.1600        -331.5430    -334.8543       3.3113   350.9
1.1605        -331.5508    -334.8032       3.2524   344.7
1.1610        -331.5579    -334.7500       3.1922   338.3
1.1615        -331.5652    -334.7214       3.1562   334.5
1.1620        -331.5734    -334.7362       3.1627   335.2
1.1625        -331.5828    -334.7949       3.2121   340.4
1.1630        -331.5931    -334.8785       3.2853   348.2
1.1635        -331.6032    -334.9584       3.3552   355.6
1.1640        -331.6132    -335.0116       3.3984   360.2
1.1645        -331.6227    -335.0224       3.3997   360.3
1.1650        -331.6312    -334.9882       3.3570   355.8
1.1655        -331.6392    -334.9223       3.2832   347.9
1.1660        -331.6463    -334.8500       3.2037   339.5
1.1665        -331.6539    -334.8022       3.1483   333.7
1.1670        -331.6626    -334.7982       3.1356   332.3
1.1675        -331.6723    -334.8385       3.1663   335.6
1.1680        -331.6822    -334.9067       3.2245   341.7
1.1685        -331.6919    -334.9790       3.2871   348.4
1.1690        -331.7016    -335.0359       3.3344   353.4
1.1695        -331.7112    -335.0642       3.3530   355.3
1.1700        -331.7199    -335.0582       3.3383   353.8
1.1705        -331.7277    -335.0269       3.2992   349.6
1.1710        -331.7346    -334.9944       3.2597   345.5
1.1715        -331.7419    -334.9931       3.2512   344.6
1.1720        -331.7513    -335.0467       3.2954   349.2
1.1725        -331.7627    -335.1492       3.3865   358.9
1.1730        -331.7751    -335.2667       3.4915   370.0
1.1735        -331.7874    -335.3574       3.5700   378.3
1.1740        -331.7985    -335.3922       3.5937   380.9
1.1745        -331.8087    -335.3653       3.5567   376.9
1.1750        -331.8178    -335.2957       3.4779   368.6
1.1755        -331.8274    -335.2179       3.3905   359.3
1.1760        -331.8376    -335.1649       3.3272   352.6
1.1765        -331.8488    -335.1584       3.3096   350.7
1.1770        -331.8615    -335.2018       3.3403   354.0
1.1775        -331.8756    -335.2762       3.4007   360.4
1.1780        -331.8901    -335.3464       3.4563   366.3
1.1785        -331.9042    -335.3777       3.4735   368.1
1.1790        -331.9166    -335.3517       3.4351   364.0
1.1795        -331.9282    -335.2751       3.3470   354.7
1.1800        -331.9386    -335.1728       3.2342   342.7
1.1805        -331.9488    -335.0782       3.1294   331.6
1.1810        -331.9598    -335.0194       3.0596   324.2
1.1815        -331.9709    -335.0093       3.0385   322.0
1.1820        -331.9831    -335.0464       3.0633   324.6
1.1825        -331.9958    -335.1098       3.1140   330.0
1.1830        -332.0079    -335.1705       3.1626   335.2
1.1835        -332.0195    -335.2042       3.1847   337.5
1.1840        -332.0301    -335.1974       3.1673   335.7
1.1845        -332.0396    -335.1527       3.1130   329.9
1.1850        -332.0479    -335.0874       3.0395   322.1
1.1855        -332.0564    -335.0291       2.9727   315.0
1.1860        -332.0648    -335.0014       2.9366   311.2
1.1865        -332.0741    -335.0190       2.9449   312.1
1.1870        -332.0845    -335.0778       2.9933   317.2
1.1875        -332.0948    -335.1551       3.0603   324.3
1.1880        -332.1052    -335.2223       3.1171   330.3
1.1885        -332.1148    -335.2505       3.1356   332.3
1.1890        -332.1229    -335.2228       3.0999   328.5
1.1895        -332.1292    -335.1436       3.0144   319.5
1.1900        -332.1335    -335.0399       2.9064   308.0
1.1905        -332.1376    -334.9555       2.8180   298.6
1.1910        -332.1430    -334.9280       2.7850   295.2
1.1915        -332.1498    -334.9676       2.8178   298.6
1.1920        -332.1574    -335.0535       2.8961   306.9
1.1925        -332.1647    -335.1457       2.9809   315.9
1.1930        -332.1707    -335.2052       3.0345   321.6
1.1935        -332.1751    -335.2118       3.0367   321.8
1.1940        -332.1778    -335.1662       2.9884   316.7
1.1945        -332.1794    -335.0876       2.9082   308.2
1.1950        -332.1810    -335.0085       2.8275   299.7
1.1955        -332.1828    -334.9591       2.7763   294.2
1.1960        -332.1845    -334.9582       2.7737   293.9
1.1965        -332.1868    -335.0129       2.8262   299.5
1.1970        -332.1900    -335.1132       2.9232   309.8
1.1975        -332.1929    -335.2329       3.0400   322.2
1.1980        -332.1956    -335.3425       3.1469   333.5
1.1985        -332.1978    -335.4145       3.2168   340.9
1.1990        -332.1987    -335.4304       3.2318   342.5
1.1995        -332.1989    -335.3892       3.1903   338.1
1.2000        -332.1969    -335.3093       3.1124   329.8
1.2005        -332.1940    -335.2324       3.0385   322.0
1.2010        -332.1925    -335.2064       3.0139   319.4
1.2015        -332.1935    -335.2538       3.0603   324.3
1.2020        -332.1961    -335.3557       3.1596   334.8
1.2025        -332.1986    -335.4642       3.2655   346.1
1.2030        -332.1995    -335.5309       3.3313   353.0
1.2035        -332.1984    -335.5331       3.3347   353.4
1.2040        -332.1958    -335.4816       3.2858   348.2
1.2045        -332.1933    -335.4099       3.2166   340.9
1.2050        -332.1916    -335.3509       3.1593   334.8
1.2055        -332.1901    -335.3272       3.1371   332.5
1.2060        -332.1897    -335.3500       3.1603   334.9
1.2065        -332.1901    -335.4134       3.2233   341.6
1.2070        -332.1908    -335.4991       3.3083   350.6
1.2075        -332.1915    -335.5832       3.3917   359.4
1.2080        -332.1919    -335.6432       3.4513   365.8
1.2085        -332.1922    -335.6647       3.4725   368.0
1.2090        -332.1921    -335.6434       3.4514   365.8
1.2095        -332.1912    -335.5866       3.3953   359.8
1.2100        -332.1900    -335.5126       3.3226   352.1
1.2105        -332.1889    -335.4472       3.2583   345.3
1.2110        -332.1887    -335.4141       3.2253   341.8
1.2115        -332.1897    -335.4230       3.2334   342.7
1.2120        -332.1921    -335.4648       3.2727   346.8
1.2125        -332.1946    -335.5109       3.3163   351.5
1.2130        -332.1961    -335.5299       3.3339   353.3
1.2135        -332.1963    -335.5049       3.3085   350.6
1.2140        -332.1954    -335.4386       3.2432   343.7
1.2145        -332.1941    -335.3542       3.1601   334.9
1.2150        -332.1932    -335.2810       3.0878   327.2
1.2155        -332.1930    -335.2375       3.0445   322.6
1.2160        -332.1931    -335.2285       3.0353   321.7
1.2165        -332.1932    -335.2498       3.0565   323.9
1.2170        -332.1931    -335.2927       3.0995   328.5
1.2175        -332.1932    -335.3469       3.1537   334.2
1.2180        -332.1935    -335.3998       3.2064   339.8
1.2185        -332.1934    -335.4351       3.2418   343.6
1.2190        -332.1923    -335.4430       3.2508   344.5
1.2195        -332.1905    -335.4276       3.2372   343.1
1.2200        -332.1885    -335.4040       3.2155   340.8
1.2205        -332.1869    -335.3905       3.2036   339.5
1.2210        -332.1867    -335.3985       3.2118   340.4
1.2215        -332.1869    -335.4235       3.2365   343.0
1.2220        -332.1869    -335.4522       3.2653   346.1
1.2225        -332.1866    -335.4741       3.2876   348.4
1.2230        -332.1856    -335.4833       3.2977   349.5
1.2235        -332.1845    -335.4811       3.2966   349.4
1.2240        -332.1834    -335.4722       3.2888   348.5
1.2245        -332.1825    -335.4610       3.2785   347.4
1.2250        -332.1817    -335.4504       3.2688   346.4
1.2255        -332.1809    -335.4413       3.2604   345.5
1.2260        -332.1802    -335.4330       3.2528   344.7
1.2265        -332.1797    -335.4234       3.2437   343.8
1.2270        -332.1785    -335.4111       3.2326   342.6
1.2275        -332.1769    -335.4027       3.2258   341.9
1.2280        -332.1755    -335.4097       3.2342   342.8
1.2285        -332.1748    -335.4389       3.2641   345.9
1.2290        -332.1744    -335.4889       3.3144   351.3
1.2295        -332.1746    -335.5508       3.3762   357.8
1.2300        -332.1749    -335.6090       3.4341   363.9
1.2305        -332.1752    -335.6480       3.4729   368.0
1.2310        -332.1750    -335.6575       3.4825   369.1
1.2315        -332.1745    -335.6370       3.4625   366.9
1.2320        -332.1743    -335.5944       3.4201   362.5
1.2325        -332.1741    -335.5392       3.3650   356.6
1.2330        -332.1740    -335.4805       3.3065   350.4
1.2335        -332.1740    -335.4290       3.2550   345.0
1.2340        -332.1746    -335.3944       3.2197   341.2
1.2345        -332.1755    -335.3780       3.2025   339.4
1.2350        -332.1767    -335.3737       3.1970   338.8
1.2355        -332.1776    -335.3706       3.1930   338.4
1.2360        -332.1776    -335.3619       3.1843   337.5
1.2365        -332.1775    -335.3501       3.1726   336.2
1.2370        -332.1775    -335.3403       3.1628   335.2
1.2375        -332.1774    -335.3369       3.1595   334.8
1.2380        -332.1772    -335.3421       3.1649   335.4
1.2385        -332.1765    -335.3588       3.1824   337.3
1.2390        -332.1756    -335.3949       3.2193   341.2
1.2395        -332.1757    -335.4565       3.2808   347.7
1.2400        -332.1763    -335.5385       3.3623   356.3
1.2405        -332.1775    -335.6254       3.4479   365.4
1.2410        -332.1784    -335.6953       3.5170   372.7
1.2415        -332.1791    -335.7335       3.5544   376.7
1.2420        -332.1792    -335.7355       3.5563   376.9
1.2425        -332.1793    -335.7075       3.5282   373.9
1.2430        -332.1800    -335.6632       3.4832   369.1
1.2435        -332.1810    -335.6168       3.4358   364.1
1.2440        -332.1828    -335.5769       3.3940   359.7
1.2445        -332.1853    -335.5435       3.3581   355.9
1.2450        -332.1882    -335.5103       3.3221   352.1
1.2455        -332.1909    -335.4682       3.2773   347.3
1.2460        -332.1928    -335.4116       3.2188   341.1
1.2465        -332.1942    -335.3426       3.1484   333.7
1.2470        -332.1953    -335.2718       3.0765   326.0
1.2475        -332.1960    -335.2164       3.0203   320.1
1.2480        -332.1967    -335.1928       2.9960   317.5
1.2485        -332.1986    -335.2100       3.0114   319.1
1.2490        -332.2006    -335.2606       3.0600   324.3
1.2495        -332.2030    -335.3265       3.1235   331.0
1.2500        -332.2046    -335.3843       3.1797   337.0
1.2505        -332.2052    -335.4161       3.2109   340.3
1.2510        -332.2055    -335.4161       3.2106   340.3
1.2515        -332.2044    -335.3891       3.1848   337.5
1.2520        -332.2030    -335.3540       3.1509   333.9
1.2525        -332.2022    -335.3333       3.1311   331.8
1.2530        -332.2023    -335.3403       3.1380   332.6
1.2535        -332.2025    -335.3728       3.1703   336.0
1.2540        -332.2033    -335.4197       3.2164   340.9
1.2545        -332.2033    -335.4649       3.2616   345.7
1.2550        -332.2035    -335.4986       3.2951   349.2
1.2555        -332.2035    -335.5134       3.3099   350.8
1.2560        -332.2036    -335.5040       3.3004   349.8
1.2565        -332.2033    -335.4683       3.2650   346.0
1.2570        -332.2022    -335.4125       3.2102   340.2
1.2575        -332.2009    -335.3514       3.1505   333.9
1.2580        -332.1994    -335.3046       3.1051   329.1
1.2585        -332.1983    -335.2905       3.0922   327.7
1.2590        -332.1979    -335.3194       3.1215   330.8
1.2595        -332.1980    -335.3889       3.1909   338.2
1.2600        -332.1985    -335.4854       3.2870   348.3
1.2605        -332.1985    -335.5886       3.3901   359.3
1.2610        -332.1987    -335.6804       3.4817   369.0
1.2615        -332.1983    -335.7468       3.5485   376.1
1.2620        -332.1985    -335.7832       3.5847   379.9
1.2625        -332.1986    -335.7880       3.5893   380.4
1.2630        -332.1989    -335.7643       3.5654   377.8
1.2635        -332.1993    -335.7202       3.5209   373.1
1.2640        -332.1998    -335.6673       3.4675   367.5
1.2645        -332.2010    -335.6182       3.4172   362.1
1.2650        -332.2029    -335.5805       3.3776   357.9
1.2655        -332.2053    -335.5529       3.3475   354.8
1.2660        -332.2077    -335.5289       3.3212   352.0
1.2665        -332.2104    -335.5019       3.2916   348.8
1.2670        -332.2128    -335.4646       3.2518   344.6
1.2675        -332.2148    -335.4132       3.1984   339.0
1.2680        -332.2166    -335.3489       3.1323   332.0
1.2685        -332.2180    -335.2771       3.0591   324.2
1.2690        -332.2190    -335.2075       2.9885   316.7
1.2695        -332.2200    -335.1490       2.9290   310.4
1.2700        -332.2204    -335.1080       2.8876   306.0
1.2705        -332.2205    -335.0912       2.8707   304.2
1.2710        -332.2205    -335.1034       2.8829   305.5
1.2715        -332.2206    -335.1449       2.9243   309.9
1.2720        -332.2209    -335.2075       2.9866   316.5
1.2725        -332.2209    -335.2745       3.0535   323.6
1.2730        -332.2203    -335.3278       3.1075   329.3
1.2735        -332.2183    -335.3563       3.1380   332.6
1.2740        -332.2157    -335.3641       3.1485   333.7
1.2745        -332.2131    -335.3659       3.1528   334.1
1.2750        -332.2102    -335.3766       3.1664   335.6
1.2755        -332.2084    -335.4077       3.1993   339.1
1.2760        -332.2072    -335.4570       3.2499   344.4
1.2765        -332.2062    -335.5114       3.3053   350.3
1.2770        -332.2048    -335.5540       3.3492   354.9
1.2775        -332.2031    -335.5729       3.3697   357.1
1.2780        -332.2008    -335.5649       3.3641   356.5
1.2785        -332.1984    -335.5361       3.3377   353.7
1.2790        -332.1961    -335.4969       3.3007   349.8
1.2795        -332.1941    -335.4586       3.2644   346.0
1.2800        -332.1920    -335.4293       3.2373   343.1
1.2805        -332.1898    -335.4161       3.2263   341.9
1.2810        -332.1881    -335.4250       3.2370   343.0
1.2815        -332.1871    -335.4557       3.2685   346.4
1.2820        -332.1863    -335.4951       3.3087   350.7
1.2825        -332.1860    -335.5243       3.3383   353.8
