Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.0005        -330.7125    -333.8308       3.1183   330.5
0.0010        -330.7119    -333.8028       3.0909   327.6
0.0015        -330.7125    -333.8168       3.1043   329.0
0.0020        -330.7132    -333.8643       3.1511   333.9
0.0025        -330.7139    -333.9274       3.2135   340.6
0.0030        -330.7140    -333.9881       3.2741   347.0
0.0035        -330.7133    -334.0378       3.3245   352.3
0.0040        -330.7128    -334.0779       3.3651   356.6
0.0045        -330.7126    -334.1095       3.3969   360.0
0.0050        -330.7132    -334.1286       3.4153   361.9
0.0055        -330.7132    -334.1271       3.4139   361.8
0.0060        -330.7128    -334.1037       3.3908   359.4
0.0065        -330.7117    -334.0668       3.3551   355.6
0.0070        -330.7111    -334.0352       3.3241   352.3
0.0075        -330.7111    -334.0246       3.3135   351.2
0.0080        -330.7123    -334.0400       3.3277   352.7
0.0085        -330.7149    -334.0686       3.3537   355.4
0.0090        -330.7171    -334.0840       3.3670   356.8
0.0095        -330.7185    -334.0673       3.3489   354.9
0.0100        -330.7189    -334.0154       3.2965   349.4
0.0105        -330.7184    -333.9434       3.2250   341.8
0.0110        -330.7179    -333.8785       3.1606   335.0
0.0115        -330.7188    -333.8428       3.1240   331.1
0.0120        -330.7205    -333.8402       3.1197   330.6
0.0125        -330.7219    -333.8619       3.1399   332.8
0.0130        -330.7231    -333.8970       3.1739   336.4
0.0135        -330.7238    -333.9362       3.2123   340.4
0.0140        -330.7240    -333.9757       3.2517   344.6
0.0145        -330.7248    -334.0168       3.2920   348.9
0.0150        -330.7259    -334.0542       3.3283   352.7
0.0155        -330.7272    -334.0760       3.3488   354.9
0.0160        -330.7277    -334.0695       3.3418   354.2
0.0165        -330.7271    -334.0349       3.3078   350.6
0.0170        -330.7263    -333.9886       3.2623   345.7
0.0175        -330.7259    -333.9522       3.2264   341.9
0.0180        -330.7262    -333.9429       3.2167   340.9
0.0185        -330.7275    -333.9629       3.2354   342.9
0.0190        -330.7292    -333.9990       3.2698   346.5
0.0195        -330.7306    -334.0342       3.3036   350.1
0.0200        -330.7315    -334.0578       3.3262   352.5
0.0205        -330.7323    -334.0660       3.3337   353.3
0.0210        -330.7337    -334.0582       3.3245   352.3
0.0215        -330.7348    -334.0322       3.2975   349.5
0.0220        -330.7357    -333.9880       3.2524   344.7
0.0225        -330.7356    -333.9310       3.1954   338.6
0.0230        -330.7350    -333.8771       3.1421   333.0
0.0235        -330.7343    -333.8484       3.1141   330.0
0.0240        -330.7347    -333.8635       3.1288   331.6
0.0245        -330.7361    -333.9223       3.1862   337.7
0.0250        -330.7392    -334.0033       3.2641   345.9
0.0255        -330.7415    -334.0678       3.3263   352.5
0.0260        -330.7420    -334.0864       3.3443   354.4
0.0265        -330.7418    -334.0537       3.3119   351.0
0.0270        -330.7406    -333.9844       3.2438   343.8
0.0275        -330.7399    -333.9042       3.1643   335.3
0.0280        -330.7394    -333.8339       3.0944   327.9
0.0285        -330.7393    -333.7876       3.0483   323.0
0.0290        -330.7393    -333.7720       3.0327   321.4
0.0295        -330.7394    -333.7859       3.0465   322.9
0.0300        -330.7398    -333.8220       3.0822   326.6
0.0305        -330.7401    -333.8676       3.1276   331.5
0.0310        -330.7403    -333.9057       3.1654   335.5
0.0315        -330.7401    -333.9151       3.1750   336.5
0.0320        -330.7391    -333.8813       3.1422   333.0
0.0325        -330.7364    -333.8052       3.0688   325.2
0.0330        -330.7325    -333.7107       2.9783   315.6
0.0335        -330.7288    -333.6360       2.9072   308.1
0.0340        -330.7263    -333.6121       2.8857   305.8
0.0345        -330.7254    -333.6456       2.9201   309.5
0.0350        -330.7247    -333.7145       2.9898   316.8
0.0355        -330.7233    -333.7852       3.0619   324.5
0.0360        -330.7200    -333.8311       3.1111   329.7
0.0365        -330.7153    -333.8486       3.1333   332.1
0.0370        -330.7106    -333.8505       3.1399   332.8
0.0375        -330.7066    -333.8493       3.1427   333.1
0.0380        -330.7025    -333.8480       3.1455   333.4
0.0385        -330.6988    -333.8434       3.1446   333.3
0.0390        -330.6943    -333.8300       3.1357   332.3
0.0395        -330.6887    -333.8106       3.1219   330.8
0.0400        -330.6825    -333.8001       3.1176   330.4
0.0405        -330.6776    -333.8168       3.1392   332.7
0.0410        -330.6735    -333.8635       3.1901   338.1
0.0415        -330.6691    -333.9268       3.2577   345.2
0.0420        -330.6647    -333.9868       3.3221   352.1
0.0425        -330.6593    -334.0283       3.3690   357.0
0.0430        -330.6535    -334.0498       3.3963   359.9
0.0435        -330.6481    -334.0586       3.4105   361.4
0.0440        -330.6435    -334.0580       3.4145   361.9
0.0445        -330.6392    -334.0429       3.4037   360.7
0.0450        -330.6345    -334.0067       3.3722   357.4
0.0455        -330.6289    -333.9525       3.3237   352.2
0.0460        -330.6227    -333.8984       3.2757   347.1
0.0465        -330.6173    -333.8697       3.2523   344.7
0.0470        -330.6133    -333.8830       3.2697   346.5
0.0475        -330.6106    -333.9350       3.3244   352.3
0.0480        -330.6088    -334.0027       3.3939   359.7
0.0485        -330.6061    -334.0543       3.4483   365.4
0.0490        -330.6030    -334.0658       3.4628   367.0
0.0495        -330.5994    -334.0251       3.4257   363.0
0.0500        -330.5949    -333.9335       3.3387   353.8
0.0505        -330.5898    -333.8114       3.2216   341.4
0.0510        -330.5845    -333.6935       3.1089   329.5
0.0515        -330.5797    -333.6173       3.0376   321.9
0.0520        -330.5764    -333.6090       3.0325   321.4
0.0525        -330.5739    -333.6703       3.0963   328.1
0.0530        -330.5726    -333.7814       3.2088   340.1
0.0535        -330.5712    -333.9051       3.3339   353.3
0.0540        -330.5693    -333.9993       3.4300   363.5
0.0545        -330.5661    -334.0277       3.4616   366.8
0.0550        -330.5613    -333.9765       3.4152   361.9
0.0555        -330.5546    -333.8649       3.3103   350.8
0.0560        -330.5477    -333.7425       3.1947   338.6
0.0565        -330.5423    -333.6639       3.1215   330.8
0.0570        -330.5392    -333.6631       3.1239   331.1
0.0575        -330.5372    -333.7391       3.2019   339.3
0.0580        -330.5359    -333.8630       3.3270   352.6
0.0585        -330.5347    -333.9921       3.4575   366.4
0.0590        -330.5330    -334.0861       3.5531   376.5
0.0595        -330.5298    -334.1160       3.5862   380.1
0.0600        -330.5268    -334.0706       3.5438   375.6
0.0605        -330.5222    -333.9559       3.4337   363.9
0.0610        -330.5164    -333.8092       3.2929   349.0
0.0615        -330.5115    -333.6876       3.1762   336.6
0.0620        -330.5084    -333.6368       3.1283   331.5
0.0625        -330.5079    -333.6702       3.1622   335.1
0.0630        -330.5081    -333.7653       3.2572   345.2
0.0635        -330.5085    -333.8825       3.3740   357.6
0.0640        -330.5086    -333.9788       3.4702   367.8
0.0645        -330.5075    -334.0182       3.5107   372.1
0.0650        -330.5053    -333.9868       3.4815   369.0
0.0655        -330.5016    -333.8958       3.3942   359.7
0.0660        -330.4980    -333.7794       3.2814   347.8
0.0665        -330.4947    -333.6779       3.1833   337.4
0.0670        -330.4923    -333.6253       3.1330   332.0
0.0675        -330.4908    -333.6373       3.1465   333.5
0.0680        -330.4908    -333.7104       3.2196   341.2
0.0685        -330.4915    -333.8197       3.3282   352.7
0.0690        -330.4921    -333.9277       3.4356   364.1
0.0695        -330.4924    -333.9979       3.5055   371.5
0.0700        -330.4916    -334.0055       3.5138   372.4
0.0705        -330.4897    -333.9469       3.4571   366.4
0.0710        -330.4869    -333.8408       3.3539   355.4
0.0715        -330.4840    -333.7238       3.2397   343.3
0.0720        -330.4806    -333.6403       3.1597   334.9
0.0725        -330.4795    -333.6315       3.1520   334.0
0.0730        -330.4804    -333.7089       3.2285   342.1
0.0735        -330.4831    -333.8460       3.3629   356.4
0.0740        -330.4855    -333.9903       3.5048   371.4
0.0745        -330.4869    -334.0945       3.6075   382.3
0.0750        -330.4867    -334.1343       3.6476   386.6
0.0755        -330.4857    -334.1155       3.6298   384.7
0.0760        -330.4845    -334.0635       3.5790   379.3
0.0765        -330.4841    -334.0140       3.5299   374.1
0.0770        -330.4847    -333.9986       3.5138   372.4
0.0775        -330.4874    -334.0346       3.5472   375.9
0.0780        -330.4920    -334.1151       3.6231   384.0
0.0785        -330.4978    -334.2100       3.7122   393.4
0.0790        -330.5038    -334.2808       3.7770   400.3
0.0795        -330.5088    -334.2997       3.7909   401.7
0.0800        -330.5134    -334.2649       3.7515   397.6
0.0805        -330.5179    -334.1966       3.6787   389.9
0.0810        -330.5237    -334.1228       3.5991   381.4
0.0815        -330.5306    -334.0601       3.5295   374.0
0.0820        -330.5383    -334.0104       3.4721   368.0
0.0825        -330.5449    -333.9730       3.4281   363.3
0.0830        -330.5524    -333.9565       3.4041   360.8
0.0835        -330.5609    -333.9633       3.4024   360.6
0.0840        -330.5701    -333.9825       3.4124   361.6
0.0845        -330.5788    -333.9963       3.4175   362.2
0.0850        -330.5870    -333.9953       3.4082   361.2
0.0855        -330.5947    -333.9821       3.3874   359.0
0.0860        -330.6032    -333.9659       3.3627   356.4
0.0865        -330.6114    -333.9512       3.3398   353.9
0.0870        -330.6196    -333.9449       3.3253   352.4
0.0875        -330.6283    -333.9526       3.3243   352.3
0.0880        -330.6377    -333.9740       3.3363   353.6
0.0885        -330.6474    -334.0010       3.3536   355.4
0.0890        -330.6572    -334.0224       3.3652   356.6
0.0895        -330.6670    -334.0285       3.3615   356.2
0.0900        -330.6764    -334.0146       3.3382   353.8
0.0905        -330.6857    -333.9844       3.2988   349.6
0.0910        -330.6948    -333.9455       3.2507   344.5
0.0915        -330.7040    -333.9059       3.2019   339.3
0.0920        -330.7130    -333.8727       3.1596   334.8
0.0925        -330.7212    -333.8544       3.1332   332.1
0.0930        -330.7292    -333.8658       3.1366   332.4
0.0935        -330.7379    -333.9182       3.1803   337.0
0.0940        -330.7484    -334.0077       3.2593   345.4
0.0945        -330.7598    -334.1063       3.3465   354.6
0.0950        -330.7700    -334.1773       3.4073   361.1
0.0955        -330.7788    -334.2046       3.4257   363.1
0.0960        -330.7868    -334.1997       3.4128   361.7
0.0965        -330.7954    -334.1879       3.3926   359.5
0.0970        -330.8050    -334.1887       3.3837   358.6
0.0975        -330.8157    -334.2052       3.3895   359.2
0.0980        -330.8263    -334.2287       3.4024   360.6
0.0985        -330.8366    -334.2522       3.4156   362.0
0.0990        -330.8473    -334.2752       3.4279   363.3
0.0995        -330.8585    -334.2997       3.4412   364.7
0.1000        -330.8705    -334.3229       3.4524   365.9
0.1005        -330.8824    -334.3351       3.4527   365.9
0.1010        -330.8946    -334.3293       3.4347   364.0
0.1015        -330.9068    -334.3002       3.3934   359.6
0.1020        -330.9181    -334.2477       3.3297   352.9
0.1025        -330.9288    -334.1854       3.2566   345.1
0.1030        -330.9388    -334.1361       3.1973   338.8
0.1035        -330.9496    -334.1253       3.1757   336.5
0.1040        -330.9622    -334.1636       3.2015   339.3
0.1045        -330.9757    -334.2353       3.2596   345.4
0.1050        -330.9897    -334.3069       3.3172   351.5
0.1055        -331.0027    -334.3418       3.3391   353.9
0.1060        -331.0138    -334.3221       3.3083   350.6
0.1065        -331.0234    -334.2586       3.2352   342.9
0.1070        -331.0326    -334.1838       3.1512   334.0
0.1075        -331.0423    -334.1319       3.0896   327.4
0.1080        -331.0526    -334.1230       3.0704   325.4
0.1085        -331.0644    -334.1573       3.0929   327.8
0.1090        -331.0765    -334.2124       3.1359   332.3
0.1095        -331.0879    -334.2590       3.1712   336.1
0.1100        -331.0994    -334.2778       3.1784   336.8
0.1105        -331.1094    -334.2548       3.1454   333.3
0.1110        -331.1187    -334.1912       3.0726   325.6
0.1115        -331.1275    -334.0995       2.9720   315.0
0.1120        -331.1347    -333.9964       2.8617   303.3
0.1125        -331.1415    -333.9074       2.7659   293.1
0.1130        -331.1480    -333.8578       2.7098   287.2
0.1135        -331.1549    -333.8644       2.7095   287.1
0.1140        -331.1630    -333.9246       2.7616   292.7
0.1145        -331.1716    -334.0103       2.8387   300.8
0.1150        -331.1789    -334.0809       2.9020   307.5
0.1155        -331.1847    -334.1064       2.9217   309.6
0.1160        -331.1883    -334.0798       2.8915   306.4
0.1165        -331.1910    -334.0181       2.8271   299.6
0.1170        -331.1927    -333.9495       2.7568   292.2
0.1175        -331.1946    -333.9039       2.7093   287.1
0.1180        -331.1970    -333.9003       2.7032   286.5
0.1185        -331.2000    -333.9410       2.7411   290.5
0.1190        -331.2030    -334.0105       2.8075   297.5
0.1195        -331.2056    -334.0825       2.8770   304.9
0.1200        -331.2070    -334.1314       2.9244   309.9
0.1205        -331.2075    -334.1434       2.9359   311.1
0.1210        -331.2066    -334.1189       2.9124   308.6
0.1215        -331.2053    -334.0710       2.8657   303.7
0.1220        -331.2034    -334.0155       2.8121   298.0
0.1225        -331.2012    -333.9700       2.7688   293.4
0.1230        -331.1986    -333.9505       2.7519   291.6
0.1235        -331.1967    -333.9683       2.7716   293.7
0.1240        -331.1955    -334.0186       2.8231   299.2
0.1245        -331.1943    -334.0779       2.8836   305.6
0.1250        -331.1915    -334.1175       2.9260   310.1
0.1255        -331.1866    -334.1236       2.9370   311.3
0.1260        -331.1798    -334.1085       2.9287   310.4
0.1265        -331.1736    -334.1022       2.9286   310.4
0.1270        -331.1680    -334.1240       2.9560   313.3
0.1275        -331.1632    -334.1750       3.0118   319.2
0.1280        -331.1578    -334.2392       3.0814   326.6
0.1285        -331.1521    -334.2978       3.1457   333.4
0.1290        -331.1448    -334.3392       3.1944   338.5
0.1295        -331.1370    -334.3669       3.2298   342.3
0.1300        -331.1294    -334.3898       3.2604   345.5
0.1305        -331.1218    -334.4138       3.2920   348.9
0.1310        -331.1149    -334.4408       3.3259   352.5
0.1315        -331.1081    -334.4663       3.3582   355.9
0.1320        -331.1012    -334.4847       3.3835   358.6
0.1325        -331.0940    -334.4943       3.4004   360.4
0.1330        -331.0870    -334.4983       3.4113   361.5
0.1335        -331.0803    -334.4978       3.4175   362.2
0.1340        -331.0745    -334.4923       3.4178   362.2
0.1345        -331.0686    -334.4763       3.4077   361.1
0.1350        -331.0623    -334.4453       3.3830   358.5
0.1355        -331.0557    -334.4022       3.3465   354.7
0.1360        -331.0493    -334.3595       3.3102   350.8
0.1365        -331.0431    -334.3324       3.2893   348.6
0.1370        -331.0379    -334.3304       3.2925   348.9
0.1375        -331.0333    -334.3497       3.3164   351.5
0.1380        -331.0291    -334.3747       3.3456   354.6
0.1385        -331.0246    -334.3845       3.3599   356.1
0.1390        -331.0192    -334.3652       3.3460   354.6
0.1395        -331.0129    -334.3188       3.3059   350.3
0.1400        -331.0068    -334.2603       3.2535   344.8
0.1405        -331.0011    -334.2083       3.2072   339.9
0.1410        -330.9959    -334.1759       3.1800   337.0
0.1415        -330.9912    -334.1669       3.1757   336.6
0.1420        -330.9865    -334.1779       3.1914   338.2
0.1425        -330.9819    -334.2016       3.2197   341.2
0.1430        -330.9776    -334.2288       3.2512   344.5
0.1435        -330.9733    -334.2458       3.2724   346.8
0.1440        -330.9689    -334.2369       3.2679   346.3
0.1445        -330.9636    -334.1922       3.2286   342.2
0.1450        -330.9571    -334.1184       3.1613   335.0
0.1455        -330.9498    -334.0401       3.0903   327.5
0.1460        -330.9434    -333.9896       3.0461   322.8
0.1465        -330.9384    -333.9857       3.0473   322.9
0.1470        -330.9344    -334.0226       3.0882   327.3
0.1475        -330.9302    -334.0730       3.1428   333.1
0.1480        -330.9248    -334.1065       3.1817   337.2
0.1485        -330.9179    -334.1079       3.1900   338.1
0.1490        -330.9101    -334.0821       3.1720   336.2
0.1495        -330.9024    -334.0464       3.1439   333.2
0.1500        -330.8949    -334.0171       3.1222   330.9
0.1505        -330.8879    -334.0052       3.1173   330.4
0.1510        -330.8811    -334.0144       3.1333   332.1
0.1515        -330.8741    -334.0435       3.1694   335.9
0.1520        -330.8672    -334.0903       3.2231   341.6
0.1525        -330.8608    -334.1477       3.2870   348.3
0.1530        -330.8544    -334.2009       3.3465   354.7
0.1535        -330.8485    -334.2307       3.3822   358.4
0.1540        -330.8408    -334.2208       3.3800   358.2
0.1545        -330.8318    -334.1763       3.3446   354.5
0.1550        -330.8222    -334.1250       3.3028   350.0
0.1555        -330.8141    -334.1032       3.2891   348.6
0.1560        -330.8081    -334.1295       3.3215   352.0
0.1565        -330.8036    -334.1902       3.3866   358.9
0.1570        -330.7986    -334.2468       3.4482   365.4
0.1575        -330.7925    -334.2662       3.4736   368.1
0.1580        -330.7850    -334.2348       3.4498   365.6
0.1585        -330.7772    -334.1645       3.3873   359.0
0.1590        -330.7694    -334.0816       3.3123   351.0
0.1595        -330.7625    -334.0136       3.2510   344.5
0.1600        -330.7564    -333.9787       3.2224   341.5
0.1605        -330.7510    -333.9845       3.2335   342.7
0.1610        -330.7463    -334.0255       3.2792   347.5
0.1615        -330.7417    -334.0859       3.3441   354.4
0.1620        -330.7372    -334.1449       3.4077   361.1
0.1625        -330.7328    -334.1813       3.4485   365.5
0.1630        -330.7278    -334.1775       3.4497   365.6
0.1635        -330.7222    -334.1288       3.4066   361.0
0.1640        -330.7149    -334.0487       3.3337   353.3
0.1645        -330.7073    -333.9732       3.2659   346.1
0.1650        -330.7015    -333.9438       3.2423   343.6
0.1655        -330.6986    -333.9769       3.2783   347.4
0.1660        -330.6973    -334.0465       3.3492   354.9
0.1665        -330.6948    -334.1005       3.4057   360.9
0.1670        -330.6903    -334.1011       3.4108   361.5
0.1675        -330.6843    -334.0448       3.3606   356.1
0.1680        -330.6775    -333.9576       3.2802   347.6
0.1685        -330.6718    -333.8773       3.2055   339.7
0.1690        -330.6673    -333.8297       3.1624   335.1
0.1695        -330.6635    -333.8232       3.1597   334.9
0.1700        -330.6596    -333.8559       3.1964   338.7
0.1705        -330.6561    -333.9219       3.2658   346.1
0.1710        -330.6531    -334.0081       3.3550   355.6
0.1715        -330.6507    -334.0930       3.4423   364.8
0.1720        -330.6480    -334.1499       3.5020   371.1
0.1725        -330.6444    -334.1573       3.5129   372.3
0.1730        -330.6387    -334.1132       3.4745   368.2
0.1735        -330.6318    -334.0490       3.4172   362.1
0.1740        -330.6255    -334.0198       3.3943   359.7
0.1745        -330.6220    -334.0739       3.4518   365.8
0.1750        -330.6225    -334.2156       3.5931   380.8
0.1755        -330.6253    -334.3919       3.7666   399.2
0.1760        -330.6271    -334.5222       3.8951   412.8
0.1765        -330.6266    -334.5495       3.9229   415.7
0.1770        -330.6231    -334.4692       3.8461   407.6
0.1775        -330.6201    -334.3285       3.7084   393.0
0.1780        -330.6179    -334.1925       3.5746   378.8
0.1785        -330.6177    -334.1215       3.5039   371.3
0.1790        -330.6207    -334.1454       3.5247   373.5
0.1795        -330.6257    -334.2532       3.6275   384.4
0.1800        -330.6318    -334.4094       3.7776   400.3
0.1805        -330.6388    -334.5701       3.9313   416.6
0.1810        -330.6459    -334.6942       4.0483   429.0
0.1815        -330.6535    -334.7540       4.1005   434.6
0.1820        -330.6612    -334.7365       4.0753   431.9
0.1825        -330.6685    -334.6503       3.9818   422.0
0.1830        -330.6752    -334.5286       3.8534   408.4
0.1835        -330.6820    -334.4231       3.7411   396.5
0.1840        -330.6916    -334.3850       3.6933   391.4
0.1845        -330.7049    -334.4315       3.7266   394.9
0.1850        -330.7208    -334.5338       3.8130   404.1
0.1855        -330.7376    -334.6354       3.8977   413.1
0.1860        -330.7535    -334.6829       3.9294   416.4
0.1865        -330.7690    -334.6518       3.8829   411.5
0.1870        -330.7830    -334.5484       3.7654   399.0
0.1875        -330.7970    -334.4044       3.6075   382.3
0.1880        -330.8104    -334.2597       3.4493   365.5
0.1885        -330.8245    -334.1546       3.3301   352.9
0.1890        -330.8397    -334.1149       3.2751   347.1
0.1895        -330.8567    -334.1424       3.2856   348.2
0.1900        -330.8748    -334.2126       3.3377   353.7
0.1905        -330.8933    -334.2862       3.3929   359.6
0.1910        -330.9108    -334.3257       3.4149   361.9
0.1915        -330.9270    -334.3133       3.3863   358.9
0.1920        -330.9417    -334.2553       3.3136   351.2
0.1925        -330.9554    -334.1784       3.2230   341.6
0.1930        -330.9695    -334.1189       3.1494   333.8
0.1935        -330.9843    -334.1008       3.1165   330.3
0.1940        -331.0007    -334.1257       3.1250   331.2
0.1945        -331.0172    -334.1713       3.1542   334.3
0.1950        -331.0336    -334.2087       3.1751   336.5
0.1955        -331.0483    -334.2141       3.1658   335.5
0.1960        -331.0625    -334.1844       3.1219   330.8
0.1965        -331.0754    -334.1288       3.0534   323.6
0.1970        -331.0882    -334.0651       2.9769   315.5
0.1975        -331.1004    -334.0075       2.9070   308.1
0.1980        -331.1121    -333.9680       2.8559   302.7
0.1985        -331.1238    -333.9561       2.8323   300.2
0.1990        -331.1352    -333.9736       2.8384   300.8
0.1995        -331.1473    -334.0145       2.8672   303.9
0.2000        -331.1596    -334.0618       2.9023   307.6
0.2005        -331.1705    -334.0944       2.9239   309.9
0.2010        -331.1809    -334.0991       2.9181   309.3
0.2015        -331.1898    -334.0714       2.8816   305.4
0.2020        -331.1972    -334.0241       2.8269   299.6
0.2025        -331.2040    -333.9820       2.7780   294.4
0.2030        -331.2112    -333.9666       2.7554   292.0
0.2035        -331.2192    -333.9845       2.7652   293.1
0.2040        -331.2271    -334.0246       2.7976   296.5
0.2045        -331.2340    -334.0710       2.8370   300.7
0.2050        -331.2404    -334.1120       2.8716   304.3
0.2055        -331.2461    -334.1410       2.8948   306.8
0.2060        -331.2511    -334.1564       2.9054   307.9
0.2065        -331.2559    -334.1610       2.9051   307.9
0.2070        -331.2594    -334.1586       2.8992   307.2
0.2075        -331.2626    -334.1609       2.8983   307.2
0.2080        -331.2657    -334.1811       2.9153   309.0
0.2085        -331.2695    -334.2264       2.9570   313.4
0.2090        -331.2737    -334.2913       3.0176   319.8
0.2095        -331.2781    -334.3558       3.0777   326.2
0.2100        -331.2817    -334.3961       3.1143   330.1
0.2105        -331.2834    -334.3993       3.1158   330.2
0.2110        -331.2838    -334.3759       3.0921   327.7
0.2115        -331.2841    -334.3520       3.0679   325.1
0.2120        -331.2850    -334.3532       3.0683   325.2
0.2125        -331.2875    -334.3908       3.1032   328.9
0.2130        -331.2907    -334.4496       3.1589   334.8
0.2135        -331.2935    -334.5020       3.2086   340.0
0.2140        -331.2949    -334.5277       3.2329   342.6
0.2145        -331.2953    -334.5257       3.2303   342.3
0.2150        -331.2954    -334.5081       3.2127   340.5
0.2155        -331.2960    -334.4926       3.1966   338.8
0.2160        -331.2972    -334.4925       3.1953   338.6
0.2165        -331.2986    -334.5119       3.2133   340.5
0.2170        -331.3004    -334.5464       3.2460   344.0
0.2175        -331.3020    -334.5858       3.2838   348.0
0.2180        -331.3037    -334.6202       3.3165   351.5
0.2185        -331.3048    -334.6413       3.3365   353.6
0.2190        -331.3059    -334.6474       3.3415   354.1
0.2195        -331.3068    -334.6407       3.3339   353.3
0.2200        -331.3075    -334.6280       3.3205   351.9
0.2205        -331.3082    -334.6185       3.3103   350.8
0.2210        -331.3093    -334.6219       3.3126   351.1
0.2215        -331.3112    -334.6426       3.3314   353.1
0.2220        -331.3140    -334.6720       3.3580   355.9
0.2225        -331.3171    -334.6906       3.3736   357.5
0.2230        -331.3192    -334.6801       3.3609   356.2
0.2235        -331.3206    -334.6364       3.3158   351.4
0.2240        -331.3213    -334.5722       3.2510   344.5
0.2245        -331.3221    -334.5109       3.1889   337.9
0.2250        -331.3233    -334.4753       3.1520   334.0
0.2255        -331.3251    -334.4796       3.1545   334.3
0.2260        -331.3277    -334.5243       3.1966   338.8
0.2265        -331.3311    -334.5965       3.2654   346.1
0.2270        -331.3349    -334.6716       3.3367   353.6
0.2275        -331.3379    -334.7219       3.3840   358.6
0.2280        -331.3404    -334.7306       3.3901   359.3
0.2285        -331.3422    -334.6920       3.3498   355.0
0.2290        -331.3428    -334.6158       3.2730   346.9
0.2295        -331.3428    -334.5296       3.1868   337.7
0.2300        -331.3428    -334.4691       3.1263   331.3
0.2305        -331.3441    -334.4644       3.1203   330.7
0.2310        -331.3474    -334.5210       3.1736   336.3
0.2315        -331.3516    -334.6148       3.2631   345.8
0.2320        -331.3553    -334.7059       3.3507   355.1
0.2325        -331.3583    -334.7618       3.4035   360.7
0.2330        -331.3602    -334.7650       3.4048   360.8
0.2335        -331.3618    -334.7151       3.3533   355.4
0.2340        -331.3626    -334.6252       3.2625   345.8
0.2345        -331.3630    -334.5196       3.1566   334.5
0.2350        -331.3638    -334.4288       3.0651   324.8
0.2355        -331.3645    -334.3784       3.0140   319.4
0.2360        -331.3662    -334.3841       3.0179   319.8
0.2365        -331.3685    -334.4436       3.0751   325.9
0.2370        -331.3722    -334.5382       3.1660   335.5
0.2375        -331.3757    -334.6321       3.2564   345.1
0.2380        -331.3778    -334.6896       3.3118   351.0
0.2385        -331.3786    -334.6939       3.3154   351.4
0.2390        -331.3782    -334.6517       3.2734   346.9
0.2395        -331.3774    -334.5865       3.2091   340.1
0.2400        -331.3776    -334.5275       3.1499   333.8
0.2405        -331.3787    -334.4907       3.1120   329.8
0.2410        -331.3799    -334.4765       3.0967   328.2
0.2415        -331.3814    -334.4769       3.0955   328.1
0.2420        -331.3822    -334.4787       3.0965   328.2
0.2425        -331.3825    -334.4730       3.0905   327.5
0.2430        -331.3826    -334.4553       3.0726   325.6
0.2435        -331.3821    -334.4246       3.0425   322.4
0.2440        -331.3809    -334.3861       3.0052   318.5
0.2445        -331.3794    -334.3505       2.9711   314.9
0.2450        -331.3777    -334.3294       2.9517   312.8
0.2455        -331.3760    -334.3321       2.9561   313.3
0.2460        -331.3750    -334.3615       2.9865   316.5
0.2465        -331.3741    -334.4073       3.0332   321.5
0.2470        -331.3734    -334.4517       3.0783   326.2
0.2475        -331.3714    -334.4762       3.1048   329.0
0.2480        -331.3683    -334.4743       3.1060   329.2
0.2485        -331.3645    -334.4538       3.0893   327.4
0.2490        -331.3609    -334.4314       3.0705   325.4
0.2495        -331.3575    -334.4203       3.0629   324.6
0.2500        -331.3542    -334.4248       3.0706   325.4
0.2505        -331.3503    -334.4442       3.0939   327.9
0.2510        -331.3465    -334.4806       3.1341   332.1
0.2515        -331.3432    -334.5317       3.1884   337.9
0.2520        -331.3402    -334.5848       3.2446   343.9
0.2525        -331.3362    -334.6235       3.2873   348.4
0.2530        -331.3316    -334.6398       3.3083   350.6
0.2535        -331.3264    -334.6367       3.3103   350.8
0.2540        -331.3214    -334.6243       3.3029   350.0
0.2545        -331.3168    -334.6119       3.2951   349.2
0.2550        -331.3127    -334.6045       3.2919   348.9
0.2555        -331.3085    -334.6034       3.2949   349.2
0.2560        -331.3046    -334.6084       3.3038   350.1
0.2565        -331.3002    -334.6179       3.3177   351.6
0.2570        -331.2956    -334.6354       3.3398   353.9
0.2575        -331.2911    -334.6686       3.3775   357.9
0.2580        -331.2871    -334.7259       3.4388   364.4
0.2585        -331.2839    -334.8087       3.5248   373.6
0.2590        -331.2813    -334.9080       3.6266   384.3
0.2595        -331.2800    -335.0073       3.7274   395.0
0.2600        -331.2789    -335.0853       3.8063   403.4
0.2605        -331.2779    -335.1233       3.8454   407.5
0.2610        -331.2772    -335.1132       3.8360   406.5
0.2615        -331.2762    -335.0592       3.7830   400.9
0.2620        -331.2759    -334.9792       3.7033   392.5
0.2625        -331.2760    -334.8967       3.6207   383.7
0.2630        -331.2768    -334.8334       3.5565   376.9
0.2635        -331.2785    -334.8058       3.5273   373.8
0.2640        -331.2817    -334.8210       3.5393   375.1
0.2645        -331.2858    -334.8696       3.5838   379.8
0.2650        -331.2907    -334.9305       3.6398   385.7
0.2655        -331.2955    -334.9792       3.6837   390.4
0.2660        -331.3002    -335.0013       3.7011   392.2
0.2665        -331.3048    -334.9944       3.6896   391.0
0.2670        -331.3098    -334.9663       3.6565   387.5
0.2675        -331.3153    -334.9286       3.6133   382.9
0.2680        -331.3215    -334.8921       3.5706   378.4
0.2685        -331.3277    -334.8645       3.5367   374.8
