       Step     Time          Energy         fmax
GPMin:    5 17:07:10       -4.663018        0.1558
GPMin:    6 17:07:15       -4.752114        0.1771
GPMin:    7 17:07:21       -4.830249        0.1586
GPMin:    8 17:07:27       -4.877808        0.0959
GPMin:    9 17:07:32       -4.893484        0.0707
GPMin:   10 17:07:38       -4.901703        0.0727
GPMin:   11 17:07:43       -4.913925        0.0491
GPMin:   12 17:07:48       -4.921046        0.0390
GPMin:   13 17:07:52       -4.926110        0.0361
GPMin:   14 17:07:58       -4.930529        0.0264
GPMin:   15 17:08:03       -4.932669        0.0134
       Step     Time          Energy         fmax
GPMin:    0 17:08:13       -4.094315        0.2989
GPMin:    1 17:08:20       -4.213681        0.1547
GPMin:    2 17:08:27       -4.271277        0.1043
GPMin:    3 17:08:33       -4.304690        0.1041
GPMin:    4 17:08:40       -4.365961        0.1255
GPMin:    5 17:08:46       -4.414754        0.1468
GPMin:    6 17:08:51       -4.445849        0.1552
GPMin:    7 17:08:58       -4.503059        0.1394
GPMin:    8 17:09:04       -4.530210        0.1198
GPMin:    9 17:09:11       -4.574063        0.1163
GPMin:   10 17:09:17       -4.606571        0.1412
GPMin:   11 17:09:24       -4.659722        0.1113
GPMin:   12 17:09:29       -4.696400        0.1289
GPMin:   13 17:09:36       -4.743490        0.1393
GPMin:   14 17:09:42       -4.790935        0.1247
GPMin:   15 17:09:49       -4.828946        0.0854
GPMin:   16 17:09:55       -4.853193        0.0800
GPMin:   17 17:10:00       -4.873660        0.0888
GPMin:   18 17:10:06       -4.889422        0.0825
GPMin:   19 17:10:11       -4.903647        0.0668
GPMin:   20 17:10:17       -4.913104        0.0612
GPMin:   21 17:10:22       -4.918754        0.0617
GPMin:   22 17:10:27       -4.926474        0.0339
GPMin:   23 17:10:33       -4.929667        0.0250
GPMin:   24 17:10:36       -4.930791        0.0226
GPMin:   25 17:10:42       -4.932324        0.0199
       Step     Time          Energy         fmax
GPMin:    0 17:10:51       -3.954574        0.7084
GPMin:    1 17:10:59       -4.153151        0.2435
GPMin:    2 17:11:06       -4.229274        0.1613
GPMin:    3 17:11:13       -4.288102        0.1938
GPMin:    4 17:11:20       -4.332197        0.2131
GPMin:    5 17:11:26       -4.397725        0.2249
GPMin:    6 17:11:32       -4.440068        0.2220
GPMin:    7 17:11:40       -4.558437        0.1373
GPMin:    8 17:11:45       -4.572653        0.1227
GPMin:    9 17:11:51       -4.617762        0.1089
GPMin:   10 17:11:57       -4.655447        0.0934
GPMin:   11 17:12:04       -4.686632        0.0744
GPMin:   12 17:12:09       -4.706889        0.0740
GPMin:   13 17:12:14       -4.727004        0.0720
GPMin:   14 17:12:20       -4.746789        0.0652
GPMin:   15 17:12:25       -4.760093        0.0518
GPMin:   16 17:12:30       -4.770963        0.0383
GPMin:   17 17:12:35       -4.779237        0.0294
GPMin:   18 17:12:40       -4.785450        0.0268
GPMin:   19 17:12:46       -4.789283        0.0264
GPMin:   20 17:12:51       -4.793015        0.0239
GPMin:   21 17:12:56       -4.797636        0.0309
GPMin:   22 17:13:01       -4.805343        0.0450
GPMin:   23 17:13:07       -4.817709        0.0564
GPMin:   24 17:13:13       -4.838594        0.0637
GPMin:   25 17:13:18       -4.866212        0.0792
GPMin:   26 17:13:24       -4.894499        0.0885
GPMin:   27 17:13:30       -4.918373        0.0594
GPMin:   28 17:13:36       -4.930168        0.0314
GPMin:   29 17:13:41       -4.932193        0.0299
GPMin:   30 17:13:45       -4.933146        0.0167
       Step     Time          Energy         fmax
GPMin:    0 17:13:54       -4.468296        0.7707
GPMin:    1 17:14:01       -4.707342        0.2357
GPMin:    2 17:14:08       -4.764507        0.1476
GPMin:    3 17:14:15       -4.786795        0.0909
GPMin:    4 17:14:21       -4.794357        0.0492
GPMin:    5 17:14:25       -4.795882        0.0220
GPMin:    6 17:14:31       -4.797347        0.0176
       Step     Time          Energy         fmax
GPMin:    0 17:14:44       -3.930923        0.4166
GPMin:    1 17:14:51       -4.110399        0.2105
GPMin:    2 17:14:58       -4.184320        0.1137
GPMin:    3 17:15:04       -4.213355        0.1144
GPMin:    4 17:15:10       -4.243714        0.1005
GPMin:    5 17:15:16       -4.273424        0.1054
GPMin:    6 17:15:23       -4.304630        0.0997
GPMin:    7 17:15:29       -4.351697        0.0938
GPMin:    8 17:15:35       -4.385387        0.0946
GPMin:    9 17:15:41       -4.426766        0.0898
GPMin:   10 17:15:47       -4.471930        0.1066
GPMin:   11 17:15:53       -4.520943        0.1157
GPMin:   12 17:16:00       -4.581123        0.1200
GPMin:   13 17:16:06       -4.641920        0.1077
GPMin:   14 17:16:13       -4.688399        0.0912
GPMin:   15 17:16:19       -4.718064        0.0776
GPMin:   16 17:16:25       -4.737128        0.0681
GPMin:   17 17:16:31       -4.752989        0.0635
GPMin:   18 17:16:36       -4.766850        0.0707
GPMin:   19 17:16:42       -4.782747        0.0757
GPMin:   20 17:16:47       -4.801494        0.0746
GPMin:   21 17:16:52       -4.821368        0.0795
GPMin:   22 17:16:58       -4.843794        0.0797
GPMin:   23 17:17:05       -4.868410        0.0888
GPMin:   24 17:17:11       -4.891672        0.0770
GPMin:   25 17:17:17       -4.912145        0.0554
GPMin:   26 17:17:23       -4.925138        0.0409
GPMin:   27 17:17:27       -4.929522        0.0327
GPMin:   28 17:17:31       -4.930565        0.0341
GPMin:   29 17:17:36       -4.931846        0.0167
       Step     Time          Energy         fmax
