       Step     Time          Energy         fmax
GPMin:   18 15:49:21       -5.855552        0.0762
GPMin:   19 15:49:27       -5.863754        0.0714
GPMin:   20 15:49:33       -5.869219        0.0638
GPMin:   21 15:49:39       -5.871240        0.0377
GPMin:   22 15:49:45       -5.872191        0.0248
GPMin:   23 15:49:51       -5.872849        0.0158
       Step     Time          Energy         fmax
GPMin:    0 15:50:01       -4.011429        1.1870
GPMin:    1 15:50:09       -4.760594        0.5600
GPMin:    2 15:50:16       -5.059916        0.3086
GPMin:    3 15:50:23       -5.174803        0.1739
GPMin:    4 15:50:30       -5.210212        0.1051
GPMin:    5 15:50:36       -5.226059        0.1096
GPMin:    6 15:50:42       -5.237208        0.1130
GPMin:    7 15:50:49       -5.263967        0.1032
GPMin:    8 15:50:56       -5.299479        0.1332
       Step     Time          Energy         fmax
GPMin:    0 15:52:44       -4.011429        1.1870
GPMin:    1 15:52:51       -4.760602        0.5600
GPMin:    2 15:52:58       -5.059932        0.3086
GPMin:    3 15:53:04       -5.174814        0.1739
GPMin:    4 15:53:10       -5.210216        0.1051
GPMin:    5 15:53:16       -5.226060        0.1096
GPMin:    6 15:53:21       -5.237214        0.1130
GPMin:    7 15:53:27       -5.263947        0.1032
GPMin:    8 15:53:34       -5.299469        0.1331
GPMin:    9 15:53:39       -5.317676        0.1460
GPMin:   10 15:53:45       -5.349188        0.1335
GPMin:   11 15:53:51       -5.391094        0.0938
GPMin:   12 15:53:56       -5.422889        0.1080
GPMin:   13 15:54:02       -5.455456        0.1180
GPMin:   14 15:54:08       -5.489434        0.1119
GPMin:   15 15:54:13       -5.513656        0.0908
GPMin:   16 15:54:18       -5.527692        0.0595
GPMin:   17 15:54:23       -5.533307        0.0547
GPMin:   18 15:54:29       -5.536516        0.0439
GPMin:   19 15:54:34       -5.537937        0.0252
GPMin:   20 15:54:39       -5.539268        0.0244
GPMin:   21 15:54:44       -5.540038        0.0175
       Step     Time          Energy         fmax
GPMin:    0 15:54:53       -4.266856        1.3785
GPMin:    1 15:55:00       -5.219331        0.6332
GPMin:    2 15:55:06       -5.580197        0.2985
GPMin:    3 15:55:12       -5.699069        0.1215
GPMin:    4 15:55:17       -5.715794        0.0519
GPMin:    5 15:55:22       -5.718032        0.0472
GPMin:    6 15:55:28       -5.726523        0.0242
GPMin:    7 15:55:33       -5.728817        0.0138
       Step     Time          Energy         fmax
GPMin:    0 15:55:42       -4.302136        1.5188
GPMin:    1 15:55:47       -5.330923        0.7139
GPMin:    2 15:55:53       -5.726157        0.3052
GPMin:    3 15:55:58       -5.857414        0.0937
GPMin:    4 15:56:03       -5.873030        0.0175
       Step     Time          Energy         fmax
GPMin:    0 15:56:12       -4.145842        1.3469
GPMin:    1 15:56:18       -5.029476        0.6192
GPMin:    2 15:56:25       -5.367651        0.3284
GPMin:    3 15:56:31       -5.489449        0.1634
GPMin:    4 15:56:37       -5.514597        0.0914
GPMin:    5 15:56:42       -5.518800        0.0874
GPMin:    6 15:56:47       -5.528750        0.0611
GPMin:    7 15:56:52       -5.533288        0.0497
GPMin:    8 15:56:58       -5.538725        0.0411
GPMin:    9 15:57:03       -5.541852        0.0315
GPMin:   10 15:57:09       -5.547776        0.0368
GPMin:   11 15:57:14       -5.550333        0.0358
GPMin:   12 15:57:19       -5.555187        0.0399
GPMin:   13 15:57:25       -5.557531        0.0393
GPMin:   14 15:57:30       -5.562624        0.0417
GPMin:   15 15:57:36       -5.568576        0.0480
GPMin:   16 15:57:41       -5.578513        0.0552
GPMin:   17 15:57:47       -5.590956        0.0768
GPMin:   18 15:57:52       -5.607738        0.0952
GPMin:   19 15:57:57       -5.634379        0.1089
GPMin:   20 15:58:03       -5.665423        0.1209
GPMin:   21 15:58:08       -5.703873        0.1371
GPMin:   22 15:58:13       -5.743446        0.1395
GPMin:   23 15:58:19       -5.780546        0.1225
GPMin:   24 15:58:25       -5.804521        0.0880
GPMin:   25 15:58:30       -5.815084        0.0736
GPMin:   26 15:58:35       -5.823535        0.1017
GPMin:   27 15:58:40       -5.838348        0.0808
GPMin:   28 15:58:46       -5.851443        0.0507
GPMin:   29 15:58:52       -5.859923        0.0437
GPMin:   30 15:58:57       -5.865713        0.0423
GPMin:   31 15:59:02       -5.869943        0.0347
GPMin:   32 15:59:07       -5.871472        0.0238
GPMin:   33 15:59:12       -5.872286        0.0236
GPMin:   34 15:59:17       -5.872986        0.0192
       Step     Time          Energy         fmax
GPMin:    0 15:59:26       -3.973875        1.4014
GPMin:    1 15:59:33       -4.954017        0.6785
GPMin:    2 15:59:39       -5.339136        0.3182
GPMin:    3 15:59:46       -5.478438        0.1330
GPMin:    4 15:59:52       -5.504470        0.0517
GPMin:    5 15:59:57       -5.505966        0.0471
GPMin:    6 16:00:03       -5.518373        0.0474
GPMin:    7 16:00:08       -5.524280        0.0483
GPMin:    8 16:00:15       -5.545964        0.2031
GPMin:    9 16:00:20       -5.565316        0.1020
GPMin:   10 16:00:33       -5.571404        0.0687
GPMin:   11 16:00:45       -5.583429        0.0634
GPMin:   12 16:00:51       -5.594352        0.0650
GPMin:   13 16:00:57       -5.609540        0.0917
GPMin:   14 16:01:03       -5.623257        0.0911
GPMin:   15 16:01:09       -5.643145        0.0851
GPMin:   16 16:01:14       -5.663301        0.0813
GPMin:   17 16:01:19       -5.685521        0.0915
GPMin:   18 16:01:24       -5.713062        0.0931
GPMin:   19 16:01:29       -5.746935        0.0917
GPMin:   20 16:01:35       -5.778351        0.0914
GPMin:   21 16:01:40       -5.807819        0.0873
GPMin:   22 16:01:45       -5.834683        0.0738
GPMin:   23 16:01:51       -5.854536        0.0677
GPMin:   24 16:01:57       -5.864860        0.0457
GPMin:   25 16:02:02       -5.868067        0.0286
GPMin:   26 16:02:07       -5.869461        0.0276
GPMin:   27 16:02:11       -5.870871        0.0312
GPMin:   28 16:02:17       -5.872060        0.0282
GPMin:   29 16:02:21       -5.872782        0.0170
       Step     Time          Energy         fmax
GPMin:    0 16:02:30       -4.127891        1.3400
GPMin:    1 16:02:37       -5.013600        0.6159
GPMin:    2 16:02:43       -5.353649        0.3321
GPMin:    3 16:02:50       -5.477414        0.1680
GPMin:    4 16:02:55       -5.504748        0.0928
GPMin:    5 16:03:01       -5.509465        0.0881
GPMin:    6 16:03:06       -5.519529        0.0602
GPMin:    7 16:03:11       -5.524663        0.0463
GPMin:    8 16:03:17       -5.527912        0.0512
GPMin:    9 16:03:22       -5.530918        0.0403
GPMin:   10 16:03:27       -5.536500        0.0344
GPMin:   11 16:03:31       -5.538016        0.0278
GPMin:   12 16:03:37       -5.539156        0.0667
GPMin:   13 16:03:42       -5.541661        0.0301
GPMin:   14 16:03:48       -5.542442        0.0243
GPMin:   15 16:03:53       -5.543193        0.0205
GPMin:   16 16:03:58       -5.544301        0.0189
       Step     Time          Energy         fmax
GPMin:    0 16:04:07       -4.163984        1.3495
GPMin:    1 16:04:13       -5.049012        0.6298
GPMin:    2 16:04:20       -5.387787        0.3244
GPMin:    3 16:04:26       -5.508464        0.1599
GPMin:    4 16:04:31       -5.532304        0.0857
GPMin:    5 16:04:36       -5.536201        0.0800
GPMin:    6 16:04:42       -5.546980        0.0555
GPMin:    7 16:04:47       -5.551966        0.0463
GPMin:    8 16:04:52       -5.559388        0.0508
GPMin:    9 16:04:57       -5.564642        0.0463
GPMin:   10 16:05:03       -5.575374        0.0538
GPMin:   11 16:05:08       -5.583336        0.0610
GPMin:   12 16:05:13       -5.594283        0.0724
GPMin:   13 16:05:18       -5.610207        0.0896
GPMin:   14 16:05:23       -5.630498        0.1032
GPMin:   15 16:05:29       -5.661891        0.1199
GPMin:   16 16:05:35       -5.695026        0.1308
GPMin:   17 16:05:41       -5.735450        0.1330
GPMin:   18 16:05:46       -5.769048        0.1150
GPMin:   19 16:05:52       -5.791267        0.0818
GPMin:   20 16:05:57       -5.801470        0.0707
GPMin:   21 16:06:02       -5.811073        0.0980
GPMin:   22 16:06:08       -5.824973        0.0785
GPMin:   23 16:06:14       -5.839395        0.0617
GPMin:   24 16:06:19       -5.852026        0.0571
GPMin:   25 16:06:24       -5.861730        0.0510
GPMin:   26 16:06:29       -5.867570        0.0368
GPMin:   27 16:06:34       -5.870193        0.0309
GPMin:   28 16:06:40       -5.871304        0.0266
GPMin:   29 16:06:45       -5.872493        0.0261
GPMin:   30 16:06:49       -5.872996        0.0211
GPMin:   31 16:06:54       -5.873306        0.0128
       Step     Time          Energy         fmax
GPMin:    0 16:07:03       -4.260680        1.3799
GPMin:    1 16:07:09       -5.215210        0.6324
GPMin:    2 16:07:16       -5.577623        0.2999
GPMin:    3 16:07:21       -5.697167        0.1253
GPMin:    4 16:07:26       -5.715086        0.0568
GPMin:    5 16:07:31       -5.717552        0.0484
GPMin:    6 16:07:37       -5.726238        0.0245
GPMin:    7 16:07:42       -5.728721        0.0139
       Step     Time          Energy         fmax
GPMin:    0 16:07:53       -3.601007        1.3016
GPMin:    1 16:08:02       -4.376729        0.6544
GPMin:    2 16:08:11       -4.696653        0.3735
GPMin:    3 16:08:18       -4.834425        0.2347
GPMin:    4 16:08:25       -4.883813        0.1750
GPMin:    5 16:08:33       -4.917174        0.1944
GPMin:    6 16:08:40       -4.926859        0.1495
GPMin:    7 16:08:46       -4.937790        0.1457
GPMin:    8 16:08:53       -4.961186        0.1291
GPMin:    9 16:08:59       -4.983391        0.1235
GPMin:   10 16:09:05       -5.009756        0.1180
GPMin:   11 16:09:12       -5.047762        0.1137
GPMin:   12 16:09:17       -5.060778        0.1104
GPMin:   13 16:09:24       -5.160807        0.1349
GPMin:   14 16:09:30       -5.165122        0.2816
GPMin:   15 16:09:35       -5.180331        0.1834
GPMin:   16 16:09:42       -5.234048        0.1081
GPMin:   17 16:09:48       -5.243211        0.1240
GPMin:   18 16:09:54       -5.262936        0.1343
GPMin:   19 16:09:59       -5.291415        0.1285
GPMin:   20 16:10:05       -5.325845        0.1217
GPMin:   21 16:10:10       -5.352825        0.1212
GPMin:   22 16:10:15       -5.381404        0.1086
GPMin:   23 16:10:22       -5.409492        0.0792
GPMin:   24 16:10:28       -5.431815        0.0690
GPMin:   25 16:10:34       -5.446824        0.0728
GPMin:   26 16:10:39       -5.459140        0.0718
GPMin:   27 16:10:44       -5.469056        0.0577
GPMin:   28 16:10:49       -5.476698        0.0565
GPMin:   29 16:10:54       -5.483142        0.0441
GPMin:   30 16:10:59       -5.487682        0.0290
GPMin:   31 16:11:04       -5.490139        0.0292
GPMin:   32 16:11:09       -5.492340        0.0321
GPMin:   33 16:11:14       -5.494296        0.0242
GPMin:   34 16:11:18       -5.494870        0.0209
GPMin:   35 16:11:23       -5.495864        0.0192
       Step     Time          Energy         fmax
GPMin:    0 16:11:31       -4.305754        1.5182
GPMin:    1 16:11:36       -5.332893        0.7128
GPMin:    2 16:11:41       -5.726884        0.3059
GPMin:    3 16:11:46       -5.857580        0.0931
GPMin:    4 16:11:51       -5.873100        0.0186
       Step     Time          Energy         fmax
GPMin:    0 16:12:00       -4.299275        1.5187
GPMin:    1 16:12:05       -5.329360        0.7144
GPMin:    2 16:12:10       -5.725344        0.3064
GPMin:    3 16:12:15       -5.856900        0.0961
GPMin:    4 16:12:20       -5.873096        0.0154
       Step     Time          Energy         fmax
GPMin:    0 16:12:29       -3.972725        1.4158
GPMin:    1 16:12:36       -4.953277        0.6872
GPMin:    2 16:12:43       -5.338277        0.3209
GPMin:    3 16:12:49       -5.477658        0.1271
GPMin:    4 16:12:55       -5.502993        0.0452
GPMin:    5 16:13:00       -5.504217        0.0449
GPMin:    6 16:13:06       -5.517098        0.0473
GPMin:    7 16:13:11       -5.523262        0.0495
GPMin:    8 16:13:18       -5.541548        0.2430
GPMin:    9 16:13:23       -5.567069        0.1111
GPMin:   10 16:13:35       -5.576106        0.0494
GPMin:   11 16:13:42       -5.593592        0.0709
GPMin:   12 16:13:47       -5.599291        0.0517
GPMin:   13 16:13:52       -5.603113        0.0535
GPMin:   14 16:13:58       -5.627794        0.0653
GPMin:   15 16:14:04       -5.660713        0.0943
GPMin:   16 16:14:10       -5.695067        0.1122
GPMin:   17 16:14:15       -5.732853        0.1254
GPMin:   18 16:14:21       -5.768110        0.1194
GPMin:   19 16:14:27       -5.798435        0.0943
GPMin:   20 16:14:33       -5.827104        0.0842
GPMin:   21 16:14:38       -5.846153        0.0718
GPMin:   22 16:14:44       -5.858650        0.0568
GPMin:   23 16:14:49       -5.865453        0.0416
GPMin:   24 16:14:54       -5.869316        0.0332
GPMin:   25 16:14:59       -5.870329        0.0336
GPMin:   26 16:15:04       -5.871634        0.0229
GPMin:   27 16:15:08       -5.872195        0.0180
       Step     Time          Energy         fmax
GPMin:    0 16:15:18       -3.970986        1.4065
GPMin:    1 16:15:25       -4.952856        0.6833
GPMin:    2 16:15:31       -5.338772        0.3177
GPMin:    3 16:15:37       -5.478723        0.1322
GPMin:    4 16:15:44       -5.504298        0.0476
GPMin:    5 16:15:49       -5.505587        0.0449
GPMin:    6 16:15:54       -5.518319        0.0469
GPMin:    7 16:16:00       -5.524007        0.0497
GPMin:    8 16:16:06       -5.538603        0.2422
GPMin:    9 16:16:12       -5.566730        0.1092
GPMin:   10 16:16:24       -5.575879        0.0503
GPMin:   11 16:16:29       -5.588339        0.0558
GPMin:   12 16:16:36       -5.595181        0.1065
GPMin:   13 16:16:41       -5.600943        0.0671
GPMin:   14 16:16:54       -5.606189        0.0638
GPMin:   15 16:16:59       -5.631959        0.0979
GPMin:   16 16:17:05       -5.646467        0.1212
GPMin:   17 16:17:18       -5.705148        0.1169
GPMin:   18 16:17:24       -5.715207        0.1062
GPMin:   19 16:17:29       -5.739113        0.0975
GPMin:   20 16:17:33       -5.770814        0.0870
GPMin:   21 16:17:39       -5.806081        0.0802
GPMin:   22 16:17:44       -5.827967        0.0765
GPMin:   23 16:17:49       -5.846647        0.0645
GPMin:   24 16:17:54       -5.859702        0.0460
GPMin:   25 16:17:59       -5.866942        0.0316
GPMin:   26 16:18:04       -5.869502        0.0246
GPMin:   27 16:18:09       -5.870524        0.0252
GPMin:   28 16:18:14       -5.872181        0.0258
GPMin:   29 16:18:18       -5.872836        0.0211
GPMin:   30 16:18:22       -5.873141        0.0140
       Step     Time          Energy         fmax
GPMin:    0 16:18:30       -3.972391        1.4048
GPMin:    1 16:18:37       -4.953284        0.6804
GPMin:    2 16:18:43       -5.338411        0.3184
GPMin:    3 16:18:49       -5.478289        0.1333
GPMin:    4 16:18:55       -5.504063        0.0474
GPMin:    5 16:18:59       -5.505333        0.0448
GPMin:    6 16:19:05       -5.518101        0.0464
GPMin:    7 16:19:09       -5.523732        0.0491
GPMin:    8 16:19:15       -5.542479        0.2316
GPMin:    9 16:19:21       -5.566632        0.1113
GPMin:   10 16:19:32       -5.575708        0.0491
GPMin:   11 16:19:38       -5.590310        0.0557
GPMin:   12 16:19:43       -5.598280        0.0936
GPMin:   13 16:19:56       -5.603668        0.0717
GPMin:   14 16:20:01       -5.625028        0.0809
GPMin:   15 16:20:05       -5.634644        0.0813
GPMin:   16 16:20:10       -5.662463        0.0904
GPMin:   17 16:20:15       -5.692003        0.0966
GPMin:   18 16:20:19       -5.729510        0.1011
GPMin:   19 16:20:23       -5.766216        0.1037
GPMin:   20 16:20:27       -5.796923        0.0977
GPMin:   21 16:20:31       -5.827090        0.0811
GPMin:   22 16:20:35       -5.847592        0.0669
GPMin:   23 16:20:39       -5.859469        0.0587
GPMin:   24 16:20:43       -5.864998        0.0540
GPMin:   25 16:20:47       -5.868358        0.0351
GPMin:   26 16:20:51       -5.869412        0.0279
GPMin:   27 16:20:55       -5.870743        0.0386
GPMin:   28 16:20:59       -5.871432        0.0277
GPMin:   29 16:21:02       -5.872267        0.0147
       Step     Time          Energy         fmax
GPMin:    0 16:21:09       -4.264751        1.3746
GPMin:    1 16:21:14       -5.217685        0.6355
GPMin:    2 16:21:19       -5.579026        0.2984
GPMin:    3 16:21:24       -5.698351        0.1233
GPMin:    4 16:21:28       -5.715239        0.0550
GPMin:    5 16:21:31       -5.717653        0.0475
GPMin:    6 16:21:35       -5.726375        0.0245
GPMin:    7 16:21:39       -5.728786        0.0133
       Step     Time          Energy         fmax
GPMin:    0 16:21:46       -4.126982        1.3630
GPMin:    1 16:21:51       -5.115746        0.6740
GPMin:    2 16:21:56       -5.503365        0.3132
GPMin:    3 16:22:00       -5.639686        0.1070
GPMin:    4 16:22:04       -5.660121        0.0110
